"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TBil",13106,"rs3008706",20639394,"Genome-wide association of serum bilirubin levels in Korean population.","Bilirubin levels","8,841 Korean ancestry individuals","1,096 Korean ancestry individuals","9p22.3",9,16034538,"Intergenic","RNU6-14 - BNC2",100873746,54796,"rs3008706-?","rs3008706",3008706,"Intergenic",1,0.035,5E-7,6.30103,"",.06,0.06,"[NR] bilirubin level increase","Affymetrix [1,227,049] (imputed)","N",272,"2013-11-16",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TBil",13107,"rs10901296",20639394,"Genome-wide association of serum bilirubin levels in Korean population.","Bilirubin levels","8,841 Korean ancestry individuals","1,096 Korean ancestry individuals","9q34.12",9,133765656,"Intergenic","ABL1 - QRFP",25,347148,"rs10901296-?","rs10901296",10901296,"Intergenic",1,0.016,3E-7,6.52288,"",.09,0.09,"[NR] bilirubin level increase","Affymetrix [1,227,049] (imputed)","N",272,"2013-11-16",1,0
"rs2117032","TBil","ever_high",0.08602,1.04,"Bilirubin levels",NULL,12,21074122,"","rs2117032",23076,5602,1620,"",0.36670000,0.01131,0.1669,0.009589,0.2054,0.007229,0.5027,0.005792,0.128,0.01625,0.5299,0.96,0.2614,1.04,0.08602,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15191,"rs2117032",19419973,"Common variants in the SLCO1B3 locus are associated with bilirubin levels and unconjugated hyperbilirubinemia.","Bilirubin levels","4,300 individuals","2,692 individuals","12p12.2",12,21074122,"SLCO1B3","SLCO1B3 - SLCO1B7",28234,338821,"rs2117032-C","rs2117032",2117032,"Intergenic",1,0.47,3E-14,13.5229,"",.13,0.13,"[0.08-0.18] s.d. increase","Affymetrix [362,129]","N",272,"2009-05-19",1,1
"rs887829","TBil","ever_high",3.042e-267,2.291,"Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits)",NULL,2,234668570,"UGT1A8, etc.","rs887829",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31700000,0.1599,7.257e-81,0.16,2.035e-94,0.1573,9.751e-46,0.1122,2.59e-183,0.2145,7.785e-16,0.55,7.354e-42,2.29,3.042e-267,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",2223,"rs887829",23642732,"Association of SNPs in the UGT1A gene cluster with total bilirubin and mortality in the Diabetes Heart Study.","Bilirubin levels","1,180 European ancestry individuals from ~475 families",NULL,"2q37.1",2,234668570,"UGT1A","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs887829-T","rs887829",887829,"intron;intron;intron;intron;intron;intron;intron;nearGene-5;intron",0,0.312,9E-20,19.0458,"","NR",NULL,"NR","Illumina & Affymetrix [371,951]","N",272,"2013-09-07",1,1
"rs887829","TBil","ever_high",3.042e-267,2.291,"Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits)",NULL,2,234668570,"UGT1A8, etc.","rs887829",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31700000,0.1599,7.257e-81,0.16,2.035e-94,0.1573,9.751e-46,0.1122,2.59e-183,0.2145,7.785e-16,0.55,7.354e-42,2.29,3.042e-267,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",9383,"rs887829",22085899,"UGT1A1 is a major locus influencing bilirubin levels in African Americans.","Bilirubin levels","619 African American individuals","NR","2q37.1",2,234668570,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs887829-T","rs887829",887829,"intron;intron;intron;intron;intron;intron;intron;nearGene-5;intron",0,0.45,2E-22,21.699,"",.23,0.23,"[0.183-0.270] unit increase","Affymetrix [808,465]","N",272,"2011-12-17",1,1
"rs887829","TBil","ever_high",3.042e-267,2.291,"Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits)",NULL,2,234668570,"UGT1A8, etc.","rs887829",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31700000,0.1599,7.257e-81,0.16,2.035e-94,0.1573,9.751e-46,0.1122,2.59e-183,0.2145,7.785e-16,0.55,7.354e-42,2.29,3.042e-267,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15192,"rs887829",19419973,"Common variants in the SLCO1B3 locus are associated with bilirubin levels and unconjugated hyperbilirubinemia.","Bilirubin levels","4,300 individuals","2,692 individuals","2q37.1",2,234668570,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs887829-T","rs887829",887829,"intron;intron;intron;intron;intron;intron;intron;nearGene-5;intron",0,0.30,1E-69,69,"",.57,0.57,"[0.50-0.63] s.d. decrease","Affymetrix [362,129]","N",272,"2009-05-19",1,1
"rs766420","TBil","mean",0.2605,-0.0127,"Bilirubin levels","Bilirubin levels","X",153554404,"TKTL1","rs766420",23076,5602,1620,"Silent,Silent,Silent",0.19510000,-0.0127,0.2605,-0.01096,0.294,-0.00435,0.7699,0.001101,0.8338,-0.01433,0.6879,0.98,0.7467,0.97,0.3349,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15193,"rs766420",19419973,"Common variants in the SLCO1B3 locus are associated with bilirubin levels and unconjugated hyperbilirubinemia.","Bilirubin levels","4,300 individuals","2,692 individuals","Xq28",23,153554404,"G6PD","TKTL1",NULL,NULL,"rs766420-G","rs766420",766420,"intron",0,0.18,9E-9,8.04576,"",.18,0.18,"[0.12-0.24] s.d. decrease","Affymetrix [362,129]","N",272,"2009-05-19",1,1
"rs6742078","TBil","ever_high",3.289e-266,2.287,"Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin)",NULL,2,234672639,"UGT1A8, etc.","rs6742078",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31620000,0.1599,9.761e-81,0.1599,3.645e-94,0.1578,6.177e-46,0.112,1.071e-182,0.2161,4.948e-16,0.55,5.1e-42,2.29,3.289e-266,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",3676,"rs6742078",23371916,"A genome-wide association study for serum bilirubin levels and gene-environment interaction in a Chinese population.","Bilirubin levels","1,452 Han Chinese ancestry individuals","8,830 Han Chinese ancestry individuals","2q37.1",2,234672639,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs6742078-?","rs6742078",6742078,"intron;intron;intron;intron;intron;intron;intron;intron;intron",0,0.12,1E-89,89,"(Total bilirubin)",.15,0.15,"[0.14-0.17] unit increase","Affymetrix [658,288] (Imputed)","N",275,"2013-05-09",1,1
"rs6742078","TBil","ever_high",3.289e-266,2.287,"Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin)",NULL,2,234672639,"UGT1A8, etc.","rs6742078",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31620000,0.1599,9.761e-81,0.1599,3.645e-94,0.1578,6.177e-46,0.112,1.071e-182,0.2161,4.948e-16,0.55,5.1e-42,2.29,3.289e-266,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",3677,"rs6742078",23371916,"A genome-wide association study for serum bilirubin levels and gene-environment interaction in a Chinese population.","Bilirubin levels","1,452 Han Chinese ancestry individuals","8,830 Han Chinese ancestry individuals","2q37.1",2,234672639,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs6742078-?","rs6742078",6742078,"intron;intron;intron;intron;intron;intron;intron;intron;intron",0,0.12,6E-40,39.2218,"(Direct bilirubin)",.13,0.13,"[0.11-0.15] unit increase","Affymetrix [658,288] (Imputed)","N",273,"2013-05-09",1,1
"rs6742078","TBil","ever_high",3.289e-266,2.287,"Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin)",NULL,2,234672639,"UGT1A8, etc.","rs6742078",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31620000,0.1599,9.761e-81,0.1599,3.645e-94,0.1578,6.177e-46,0.112,1.071e-182,0.2161,4.948e-16,0.55,5.1e-42,2.29,3.289e-266,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",3678,"rs6742078",23371916,"A genome-wide association study for serum bilirubin levels and gene-environment interaction in a Chinese population.","Bilirubin levels","1,452 Han Chinese ancestry individuals","8,830 Han Chinese ancestry individuals","2q37.1",2,234672639,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs6742078-?","rs6742078",6742078,"intron;intron;intron;intron;intron;intron;intron;intron;intron",0,0.12,2E-78,77.699,"(Indirect bilirubin)",.17,0.17,"[0.15-0.18] unit increase","Affymetrix [658,288] (Imputed)","N",274,"2013-05-09",1,1
"rs6742078","TBil","ever_high",3.289e-266,2.287,"Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin)",NULL,2,234672639,"UGT1A8, etc.","rs6742078",23076,5602,1620,"Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31620000,0.1599,9.761e-81,0.1599,3.645e-94,0.1578,6.177e-46,0.112,1.071e-182,0.2161,4.948e-16,0.55,5.1e-42,2.29,3.289e-266,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15207,"rs6742078",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","2q37.1",2,234672639,"UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",NULL,NULL,"rs6742078-T","rs6742078",6742078,"intron;intron;intron;intron;intron;intron;intron;intron;intron",0,0.32,5E-324,323.301,"",.23,0.23,"[0.21-0.25] umol/l increase in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,1
"rs16928809","TBil","ever_high",0.0208,1.09,"Bilirubin levels","Bilirubin levels",11,2936952,"SLC22A18","rs16928809",23076,5602,1620,"Silent,Silent",0.09366000,0.008197,0.5492,0.01179,0.3518,0.01155,0.5217,0.009599,0.1314,-0.001461,0.973,0.93,0.236,1.09,0.0208,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15208,"rs16928809",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","11p15.4",11,2936952,"SLC22A18","SLC22A18",NULL,NULL,"rs16928809-A","rs16928809",16928809,"intron",0,0.09,1E-7,7,"",.06,0.06,"[0.04-0.08] umol/l increase in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TBil",15209,"rs12714207",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","2p11.2",2,88315793,"KRCC1","RGPD2 - KRCC1",729857,51315,"rs12714207-T","rs12714207",12714207,"Intergenic",1,0.32,5E-7,6.30103,"",.03,0.03,"[0.01-0.05] umol/l decrease in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
"rs12206204","TBil","ever_low",0.06099,1.286,"Bilirubin levels",NULL,6,26116982,"","rs12206204",23076,5602,1620,"",0.01589000,-0.04078,0.2037,-0.03313,0.2644,-0.04404,0.2975,-0.00403,0.7871,-0.1001,0.3234,1.29,0.06099,0.95,0.5522,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15210,"rs12206204",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","6p22.2",6,26116982,"HIST1H2BC","HIST1H1T - HIST1H2BC",3010,8347,"rs12206204-T","rs12206204",12206204,"Intergenic",1,0.02,8E-7,6.09691,"",.18,0.18,"[0.10-0.26] umol/l increase in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
"rs1986655","TBil","first",0.01165,0.03656,"Bilirubin levels",NULL,4,125993502,"","rs1986655",23076,5602,1620,"",0.15170000,0.00262,0.8118,0.001907,0.8513,0.03656,0.01165,-0.001121,0.8266,0.02618,0.4513,0.91,0.06065,0.97,0.3683,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15211,"rs1986655",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","4q28.1",4,125993502,"Intergenic","ANKRD50 - FAT4",57182,79633,"rs1986655-A","rs1986655",1986655,"Intergenic",1,0.17,2E-6,5.69897,"",.02,0.02,"[0.00-0.04] umol/l decrease in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
"rs4236644","TBil","ever_high",0.2016,0.9682,"Bilirubin levels",NULL,7,80599357,"","rs4236644",23076,5602,1620,"",0.25500000,-0.006272,0.4889,-0.004819,0.5655,0.007987,0.5035,0.001962,0.6416,-0.02313,0.4193,1.04,0.3091,0.97,0.2016,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15212,"rs4236644",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","7q21.11",7,80599357,"SEMA3C","SEMA3C - HGF",10512,3082,"rs4236644-A","rs4236644",4236644,"Intergenic",1,0.26,2E-6,5.69897,"",.02,0.02,"[0.00-0.04] umol/l decrease in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
"rs4773330","TBil","ever_high",0.09442,0.9428,"Bilirubin levels","Bilirubin levels",13,111818832,"ARHGEF7","rs4773330",23076,5602,1620,"Silent,Silent,Silent,Silent",0.11090000,-0.002245,0.858,-0.008306,0.4743,-0.01015,0.5393,-0.006159,0.2912,0.006358,0.8726,0.98,0.7423,0.94,0.09442,"LiverPanel","BILIRUBIN TOTAL BLOOD","TBil",15213,"rs4773330",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","13q34",13,111818832,"ARHGEF7","ARHGEF7",NULL,NULL,"rs4773330-A","rs4773330",4773330,"intron",0,0.12,8E-6,5.09691,"",.04,0.04,"[0.02-0.06] umol/l decrease in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TBil",15214,"rs4149056",19414484,"Genome-wide association meta-analysis for total serum bilirubin levels.","Bilirubin levels","9,264 individuals","NR","12p12.1",12,21331549,"SLCO1B1,LST-3TM12,SLCO1A2","SLCO1B1",NULL,NULL,"rs4149056-C","rs4149056",4149056,"missense",0,0.15,7E-13,12.1549,"",.05,0.05,"[0.03-0.07] umol/l increase in log(tbil)","Affymetrix & Illumina [2,555,103] (imputed)","N",272,"2009-05-12",1,1
"rs2075650","CRP","ever_high",0.04149,0.8968,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",19,45395619,"TOMM40","rs2075650",6437,4143,11,"Silent,Silent,Silent",0.13990000,-1.388,0.3506,-1.6,0.2833,-0.6442,0.7286,-0.6517,0.6079,-2.164,0.3305,1.44,0.5136,0.90,0.04149,"Misc","C-REACTIVE PROTEIN","CRP",1471,"rs2075650",23844046,"Are C-reactive protein associated genetic variants associated with serum levels and retinal markers of microvascular pathology in Asian populations from Singapore?","C-reactive protein","2,179 Chinese ancestry individuals, 2,275 Malay ancestry individuals, 2,238 Asian Indian ancestry individuals","NR","19q13.32",19,45395619,"APOE","TOMM40",NULL,NULL,"rs2075650-G","rs2075650",2075650,"intron",0,0.122,2E-21,20.699,"",.12,0.12,"[NR] unit increase","Illumina [Up to 1,745,429] (Imputed)","N",462,"2014-01-10",1,1
"rs2075650","CRP","ever_high",0.04149,0.8968,"Age-related macular degeneration (EA) || Alzheimer's disease || Cholesterol, total || AB1-42 (Normal) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Age-related macular degeneration || Brain imaging || C-reactive protein || Cardiovascular disease risk factors (LDL) || Cognitive decline || Longevity || Cardiovascular disease risk factors (CRP) || Alzheimer's disease (late onset)","Alzheimer's disease || Alzheimer's disease biomarkers (<1x10-6; AB1-42) || HDL cholesterol || LDL cholesterol || Metabolic syndrome (TG) || C-reactive protein (AA women) || LDL cholesterol (AA) || AB1-42 (Normal) || Age-related macular degeneration || Age-related macular degeneration (EA) || Alzheimer's disease (late onset) || Alzheimer's disease biomarkers (<1x10-6; p-tau181p/AB1-42, t-tau/AB1-42) || Brain imaging NS || C-reactive protein || Cardiovascular disease risk factors (CRP) || Cardiovascular disease risk factors (LDL) || Cholesterol, total || Cognitive decline || Longevity || Alzheimer's disease biomarkers (Cortical Ab)",19,45395619,"TOMM40","rs2075650",6437,4143,11,"Silent,Silent,Silent",0.13990000,-1.388,0.3506,-1.6,0.2833,-0.6442,0.7286,-0.6517,0.6079,-2.164,0.3305,1.44,0.5136,0.90,0.04149,"Misc","C-REACTIVE PROTEIN","CRP",16284,"rs2075650",18439552,"Polymorphisms of the HNF1A gene encoding hepatocyte nuclear factor-1 alpha are associated with C-reactive protein.","C-reactive protein","909 individuals","5,106 individuals","19q13.32",19,45395619,"APOE","TOMM40",NULL,NULL,"rs2075650-?","rs2075650",2075650,"intron",0,"NR",1E-7,7,"","NR",NULL,"NR","Illumina[317,000]","N",462,"2008-11-25",1,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CRP",1472,"rs16842559",23844046,"Are C-reactive protein associated genetic variants associated with serum levels and retinal markers of microvascular pathology in Asian populations from Singapore?","C-reactive protein","2,179 Chinese ancestry individuals, 2,275 Malay ancestry individuals, 2,238 Asian Indian ancestry individuals","NR","1q23.2",1,159676171,"CRP","CRPP1 - CRP",171422,1401,"rs16842559-T","rs16842559",16842559,"Intergenic",1,0.887,4E-21,20.3979,"",.11,0.11,"[NR] unit increase","Illumina [Up to 1,745,429] (Imputed)","N",462,"2014-01-10",1,1
"rs1183910","CRP","max",0.3429,-1.549,"C-reactive protein","N-glycan levels (DG11) || Cholesterol, total || Gamma gluatamyl transferase levels || LDL cholesterol || C-reactive protein || Urate levels (women) || C-reactive protein (HA women) || Coronary heart disease || C-reactive protein and white blood cell count (CRP) || Gamma glutamyl transpeptidase || Liver enzyme levels (gamma-glutamyl transferase) || C-reactive protein (AA women)",12,121420807,"HNF1A","rs1183910",6437,4143,11,"Silent",0.31660000,-0.7041,0.519,-0.5321,0.627,0.4601,0.7358,-0.5261,0.5728,-1.549,0.3429,1.50,0.3494,0.97,0.4957,"Misc","C-REACTIVE PROTEIN","CRP",1473,"rs1183910",23844046,"Are C-reactive protein associated genetic variants associated with serum levels and retinal markers of microvascular pathology in Asian populations from Singapore?","C-reactive protein","2,179 Chinese ancestry individuals, 2,275 Malay ancestry individuals, 2,238 Asian Indian ancestry individuals","NR","12q24.31",12,121420807,"HNF1A","HNF1A",NULL,NULL,"rs1183910-G","rs1183910",1183910,"intron",0,0.709,4E-12,11.3979,"",.05,0.05,"[NR] unit increase","Illumina [Up to 1,745,429] (Imputed)","N",462,"2014-01-10",1,1
"rs1183910","CRP","max",0.3429,-1.549,"C-reactive protein","N-glycan levels (DG11) || Cholesterol, total || Gamma gluatamyl transferase levels || LDL cholesterol || C-reactive protein || Urate levels (women) || C-reactive protein (HA women) || Coronary heart disease || C-reactive protein and white blood cell count (CRP) || Gamma glutamyl transpeptidase || Liver enzyme levels (gamma-glutamyl transferase) || C-reactive protein (AA women)",12,121420807,"HNF1A","rs1183910",6437,4143,11,"Silent",0.31660000,-0.7041,0.519,-0.5321,0.627,0.4601,0.7358,-0.5261,0.5728,-1.549,0.3429,1.50,0.3494,0.97,0.4957,"Misc","C-REACTIVE PROTEIN","CRP",11370,"rs1183910",21300955,"Meta-analysis of genome-wide association studies in &gt;80 000 subjects identifies multiple loci for C-reactive protein levels.","C-reactive protein","66,185 European ancestry individuals","16,540 European ancestry individuals","12q24.31",12,121420807,"HNF1A","HNF1A",NULL,NULL,"rs1183910-G","rs1183910",1183910,"intron",0,"NR",2E-124,123.699,"",.15,0.15,"[0.14-0.16] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",462,"2011-03-28",1,1
"rs1183910","CRP","max",0.3429,-1.549,"C-reactive protein","N-glycan levels (DG11) || Cholesterol, total || Gamma gluatamyl transferase levels || LDL cholesterol || C-reactive protein || Urate levels (women) || C-reactive protein (HA women) || Coronary heart disease || C-reactive protein and white blood cell count (CRP) || Gamma glutamyl transpeptidase || Liver enzyme levels (gamma-glutamyl transferase) || C-reactive protein (AA women)",12,121420807,"HNF1A","rs1183910",6437,4143,11,"Silent",0.31660000,-0.7041,0.519,-0.5321,0.627,0.4601,0.7358,-0.5261,0.5728,-1.549,0.3429,1.50,0.3494,0.97,0.4957,"Misc","C-REACTIVE PROTEIN","CRP",14950,"rs1183910",19567438,"Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.","C-reactive protein","17,967 European ancestry and Asian Indian men and women","13,615 European ancestry and Asian Indian men and women","12q24.31",12,121420807,"HNF1A","HNF1A",NULL,NULL,"rs1183910-T","rs1183910",1183910,"intron",0,"NR",1E-30,30,"",13.80,13.80,"[10.9-16.6] % decrease","Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)","N",462,"2009-07-12",1,1
