ind	SNP	pheno	maf	prev	table	minN	logit_OR	logit_p-val	exact_OR	exact_p-val	bayes factor
325	exm41	pheno_285.9	1.447e-03	2.053e-01	[[19002, 54], [4909, 14]]	1.400e+01	1.020e+00	9.469e-01	1.004e+00	4.830e-01	1.00
326	exm41	pheno_286	1.447e-03	1.274e-01	[[22499, 66], [3284, 12]]	1.200e+01	1.237e+00	5.026e-01	1.246e+00	2.310e-01	1.26
330	exm41	pheno_286.2	1.447e-03	9.297e-02	[[22499, 66], [2304, 9]]	9.000e+00	1.318e+00	4.466e-01	1.332e+00	2.002e-01	1.33
331	exm41	pheno_286.3	1.447e-03	1.941e-03	[[12308, 33], [23, 1]]	1.000e+00	0.000e+00	0.000e+00	1.622e+01	1.606e-02	1.79
333	exm41	pheno_286.5	1.447e-03	1.264e-02	[[22499, 66], [288, 1]]	1.000e+00	1.182e+00	8.689e-01	1.184e+00	3.043e-01	1.01
335	exm41	pheno_286.7	1.447e-03	2.883e-02	[[22499, 66], [668, 2]]	2.000e+00	1.014e+00	9.842e-01	1.021e+00	4.000e-01	1.00
336	exm41	pheno_286.8	1.447e-03	8.698e-03	[[22499, 66], [197, 1]]	1.000e+00	1.749e+00	5.799e-01	1.730e+00	1.917e-01	1.09
338	exm41	pheno_287	1.447e-03	8.440e-02	[[22499, 66], [2076, 4]]	4.000e+00	6.541e-01	4.105e-01	6.568e-01	2.106e-01	1.53
340	exm41	pheno_287.3	1.447e-03	7.834e-02	[[22499, 66], [1914, 4]]	4.000e+00	7.092e-01	5.053e-01	7.124e-01	2.774e-01	1.30
341	exm41	pheno_287.31	1.447e-03	1.260e-02	[[22499, 66], [287, 1]]	1.000e+00	1.197e+00	8.586e-01	1.188e+00	3.030e-01	1.01
343	exm41	pheno_288	1.447e-03	8.476e-02	[[21685, 71], [2010, 5]]	5.000e+00	7.517e-01	5.383e-01	7.598e-01	3.041e-01	1.22
344	exm41	pheno_288.1	1.447e-03	6.297e-02	[[21685, 71], [1461, 1]]	1.000e+00	2.074e-01	1.185e-01	2.091e-01	1.678e-05	36.78
345	exm41	pheno_288.11	1.447e-03	5.581e-02	[[21685, 71], [1285, 1]]	1.000e+00	2.362e-01	1.521e-01	2.377e-01	8.416e-05	15.96
346	exm41	pheno_288.2	1.447e-03	5.363e-02	[[21685, 71], [1229, 4]]	4.000e+00	9.828e-01	9.731e-01	9.941e-01	1.471e-01	1.00
348	exm41	pheno_289	1.447e-03	2.409e-02	[[21685, 71], [534, 3]]	3.000e+00	1.694e+00	3.727e-01	1.716e+00	1.587e-01	1.34
349	exm41	pheno_289.4	1.447e-03	5.908e-02	[[21685, 71], [1365, 1]]	1.000e+00	2.203e-01	1.333e-01	2.238e-01	4.072e-05	23.13
350	exm41	pheno_289.5	1.447e-03	4.439e-03	[[21685, 71], [96, 1]]	1.000e+00	3.156e+00	2.566e-01	3.181e+00	9.184e-02	1.30
351	exm41	pheno_289.8	1.447e-03	6.847e-03	[[21685, 71], [149, 1]]	1.000e+00	1.954e+00	5.077e-01	2.050e+00	1.558e-01	1.14
353	exm41	pheno_290	1.447e-03	3.932e-02	[[23992, 70], [981, 4]]	4.000e+00	1.529e+00	4.254e-01	1.398e+00	2.228e-01	1.19
354	exm41	pheno_290.1	1.447e-03	2.571e-02	[[23992, 70], [632, 3]]	3.000e+00	1.821e+00	3.370e-01	1.627e+00	1.761e-01	1.28
355	exm41	pheno_290.11	1.447e-03	9.386e-03	[[23992, 70], [227, 1]]	1.000e+00	1.670e+00	6.197e-01	1.510e+00	2.264e-01	1.05
359	exm41	pheno_290.2	1.447e-03	1.466e-02	[[23992, 70], [357, 1]]	1.000e+00	1.001e+00	9.991e-01	9.601e-01	1.682e-01	1.00
361	exm41	pheno_291	1.447e-03	4.897e-02	[[23992, 70], [1235, 4]]	4.000e+00	1.138e+00	8.022e-01	1.110e+00	3.605e-01	1.02
364	exm41	pheno_291.8	1.447e-03	4.565e-02	[[23992, 70], [1147, 4]]	4.000e+00	1.230e+00	6.901e-01	1.195e+00	3.108e-01	1.06
365	exm41	pheno_292	1.447e-03	9.265e-02	[[23992, 70], [2451, 6]]	6.000e+00	8.690e-01	7.433e-01	8.390e-01	3.853e-01	1.09
369	exm41	pheno_292.3	1.447e-03	2.254e-02	[[23992, 70], [554, 1]]	1.000e+00	6.619e-01	6.841e-01	6.187e-01	5.178e-02	1.18
370	exm41	pheno_292.4	1.447e-03	5.309e-02	[[23992, 70], [1345, 4]]	4.000e+00	1.052e+00	9.220e-01	1.019e+00	4.259e-01	1.00
371	exm41	pheno_292.5	1.447e-03	4.551e-03	[[23992, 70], [109, 1]]	1.000e+00	3.105e+00	2.629e-01	3.144e+00	9.301e-02	1.29
372	exm41	pheno_292.6	1.447e-03	2.859e-03	[[23992, 70], [68, 1]]	1.000e+00	5.188e+00	1.049e-01	5.040e+00	5.397e-02	1.47
375	exm41	pheno_295	1.447e-03	1.931e-02	[[20357, 54], [400, 2]]	2.000e+00	1.925e+00	3.652e-01	1.885e+00	1.550e-01	1.28
377	exm41	pheno_295.2	1.447e-03	1.370e-03	[[20357, 54], [27, 1]]	1.000e+00	1.457e+01	9.347e-03	1.396e+01	1.832e-02	1.76
378	exm41	pheno_295.3	1.447e-03	1.453e-02	[[20357, 54], [300, 1]]	1.000e+00	1.290e+00	8.012e-01	1.257e+00	2.837e-01	1.02
379	exm41	pheno_296	1.447e-03	1.679e-01	[[20357, 54], [4103, 16]]	1.600e+01	1.490e+00	1.647e-01	1.470e+00	1.013e-01	2.15
381	exm41	pheno_296.2	1.447e-03	1.524e-01	[[20357, 54], [3655, 15]]	1.500e+01	1.572e+00	1.255e-01	1.547e+00	8.287e-02	2.46
382	exm41	pheno_296.22	1.447e-03	3.862e-02	[[20357, 54], [815, 5]]	5.000e+00	2.300e+00	7.716e-02	2.313e+00	5.787e-02	2.63
386	exm41	pheno_300	1.447e-03	1.311e-01	[[20357, 54], [3070, 10]]	1.000e+01	1.253e+00	5.166e-01	1.228e+00	2.584e-01	1.19
387	exm41	pheno_300.1	1.447e-03	1.040e-01	[[20357, 54], [2362, 8]]	8.000e+00	1.307e+00	4.835e-01	1.277e+00	2.406e-01	1.21
389	exm41	pheno_300.12	1.447e-03	8.501e-03	[[20357, 54], [174, 1]]	1.000e+00	2.140e+00	4.533e-01	2.167e+00	1.460e-01	1.16
391	exm41	pheno_300.4	1.447e-03	2.800e-02	[[20357, 54], [587, 1]]	1.000e+00	6.568e-01	6.778e-01	6.422e-01	5.859e-02	1.15
393	exm41	pheno_300.9	1.447e-03	1.114e-02	[[20357, 54], [228, 2]]	2.000e+00	3.217e+00	1.100e-01	3.307e+00	6.453e-02	1.87
398	exm41	pheno_303	1.447e-03	6.667e-03	[[20357, 54], [136, 1]]	1.000e+00	2.818e+00	3.088e-01	2.772e+00	1.085e-01	1.25
399	exm41	pheno_303.3	1.447e-03	2.053e-03	[[20357, 54], [41, 1]]	1.000e+00	9.718e+00	2.685e-02	9.195e+00	2.816e-02	1.66
401	exm41	pheno_304	1.447e-03	3.862e-02	[[20357, 54], [817, 3]]	3.000e+00	1.361e+00	6.051e-01	1.384e+00	2.420e-01	1.13
404	exm41	pheno_306	1.447e-03	4.924e-03	[[20357, 54], [100, 1]]	1.000e+00	3.623e+00	2.060e-01	3.770e+00	7.551e-02	1.36
407	exm41	pheno_312	1.447e-03	7.370e-03	[[27936, 77], [205, 3]]	3.000e+00	5.710e+00	4.860e-03	5.309e+00	1.939e-02	4.09
409	exm41	pheno_313	1.447e-03	1.512e-02	[[27936, 77], [426, 4]]	4.000e+00	4.350e+00	9.618e-03	3.407e+00	2.913e-02	3.76
410	exm41	pheno_313.1	1.447e-03	1.021e-02	[[27936, 77], [286, 3]]	3.000e+00	4.738e+00	1.398e-02	3.806e+00	3.441e-02	3.01
411	exm41	pheno_313.3	1.447e-03	4.442e-03	[[27936, 77], [123, 2]]	2.000e+00	9.595e+00	6.507e-03	5.899e+00	2.787e-02	2.64
412	exm41	pheno_315	1.447e-03	2.018e-02	[[27936, 77], [574, 3]]	3.000e+00	2.265e+00	1.855e-01	1.896e+00	1.299e-01	1.48
414	exm41	pheno_315.2	1.447e-03	6.208e-03	[[27936, 77], [174, 1]]	1.000e+00	2.925e+00	3.173e-01	2.085e+00	1.522e-01	1.14
415	exm41	pheno_315.3	1.447e-03	5.573e-03	[[27936, 77], [156, 1]]	1.000e+00	2.653e+00	3.399e-01	2.326e+00	1.333e-01	1.18
416	exm41	pheno_316	1.447e-03	2.581e-02	[[25292, 71], [669, 3]]	3.000e+00	1.576e+00	4.434e-01	1.597e+00	1.824e-01	1.26
421	exm41	pheno_318	1.447e-03	6.657e-02	[[25292, 71], [1801, 8]]	8.000e+00	1.578e+00	2.227e-01	1.582e+00	1.172e-01	1.79
422	exm41	pheno_320	1.447e-03	5.942e-03	[[29027, 82], [173, 1]]	1.000e+00	2.034e+00	4.824e-01	2.046e+00	1.557e-01	1.14
425	exm41	pheno_324	1.447e-03	3.389e-03	[[29027, 82], [98, 1]]	1.000e+00	3.577e+00	2.077e-01	3.612e+00	7.880e-02	1.35
427	exm41	pheno_327	1.447e-03	7.185e-02	[[24281, 68], [1881, 4]]	4.000e+00	7.585e-01	5.922e-01	7.593e-01	3.351e-01	1.18
429	exm41	pheno_327.3	1.447e-03	6.021e-02	[[24281, 68], [1555, 5]]	5.000e+00	1.137e+00	7.826e-01	1.148e+00	3.345e-01	1.04
430	exm41	pheno_327.32	1.447e-03	4.213e-02	[[24281, 68], [1069, 2]]	2.000e+00	6.561e-01	5.578e-01	6.681e-01	3.280e-02	1.23
431	exm41	pheno_327.4	1.447e-03	4.502e-02	[[24281, 68], [1145, 3]]	3.000e+00	9.368e-01	9.123e-01	9.356e-01	1.220e-01	1.01
439	exm41	pheno_333	1.447e-03	2.471e-02	[[22624, 66], [571, 4]]	4.000e+00	2.372e+00	9.562e-02	2.401e+00	6.477e-02	2.31
440	exm41	pheno_333.1	1.447e-03	1.047e-02	[[22624, 66], [239, 1]]	1.000e+00	1.399e+00	7.402e-01	1.434e+00	2.412e-01	1.04
442	exm41	pheno_333.3	1.447e-03	1.057e-03	[[22624, 66], [23, 1]]	1.000e+00	1.556e+01	7.913e-03	1.490e+01	1.718e-02	1.77
443	exm41	pheno_333.4	1.447e-03	6.437e-03	[[22624, 66], [145, 2]]	2.000e+00	4.600e+00	3.510e-02	4.728e+00	3.807e-02	2.33
445	exm41	pheno_334	1.447e-03	1.702e-02	[[22624, 66], [392, 1]]	1.000e+00	8.781e-01	8.975e-01	8.745e-01	1.376e-01	1.01
449	exm41	pheno_335	1.447e-03	1.305e-02	[[22624, 66], [297, 3]]	3.000e+00	3.601e+00	3.166e-02	3.463e+00	4.128e-02	2.73
453	exm41	pheno_340	1.447e-03	2.863e-02	[[27945, 80], [823, 3]]	3.000e+00	1.311e+00	6.489e-01	1.273e+00	2.800e-01	1.08
455	exm41	pheno_341	1.447e-03	8.607e-03	[[22624, 66], [196, 1]]	1.000e+00	1.790e+00	5.654e-01	1.749e+00	1.892e-01	1.09
458	exm41	pheno_344	1.447e-03	1.098e-02	[[22624, 66], [251, 1]]	1.000e+00	1.403e+00	7.376e-01	1.366e+00	2.560e-01	1.03
459	exm41	pheno_345	1.447e-03	7.247e-02	[[22624, 66], [1765, 8]]	8.000e+00	1.564e+00	2.414e-01	1.554e+00	1.257e-01	1.72
460	exm41	pheno_345.1	1.447e-03	3.253e-02	[[22624, 66], [761, 2]]	2.000e+00	9.585e-01	9.535e-01	9.009e-01	1.248e-01	1.01
461	exm41	pheno_345.11	1.447e-03	1.557e-02	[[22624, 66], [357, 2]]	2.000e+00	2.146e+00	2.995e-01	1.920e+00	1.496e-01	1.30
462	exm41	pheno_345.12	1.447e-03	2.000e-02	[[22624, 66], [462, 1]]	1.000e+00	7.926e-01	8.187e-01	7.420e-01	9.105e-02	1.06
463	exm41	pheno_345.3	1.447e-03	6.336e-02	[[22624, 66], [1529, 6]]	6.000e+00	1.394e+00	4.437e-01	1.345e+00	2.209e-01	1.23
465	exm41	pheno_348	1.447e-03	4.225e-02	[[22624, 66], [1000, 1]]	1.000e+00	3.485e-01	2.961e-01	3.428e-01	2.492e-03	3.28
469	exm41	pheno_348.8	1.447e-03	2.126e-02	[[22624, 66], [492, 1]]	1.000e+00	7.122e-01	7.369e-01	6.967e-01	7.594e-02	1.09
472	exm41	pheno_350	1.447e-03	6.248e-02	[[26527, 78], [1767, 6]]	6.000e+00	1.154e+00	7.369e-01	1.155e+00	3.250e-01	1.06
473	exm41	pheno_350.1	1.447e-03	1.942e-02	[[26527, 78], [526, 1]]	1.000e+00	6.448e-01	6.632e-01	6.466e-01	6.016e-02	1.14
474	exm41	pheno_350.2	1.447e-03	3.479e-02	[[26527, 78], [955, 4]]	4.000e+00	1.419e+00	4.994e-01	1.424e+00	2.128e-01	1.21
475	exm41	pheno_350.3	1.447e-03	1.827e-02	[[26527, 78], [493, 2]]	2.000e+00	1.378e+00	6.549e-01	1.380e+00	2.523e-01	1.08
477	exm41	pheno_351	1.447e-03	5.269e-02	[[25887, 74], [1436, 8]]	8.000e+00	1.966e+00	7.080e-02	1.949e+00	5.560e-02	2.94
478	exm41	pheno_352	1.447e-03	1.266e-02	[[25887, 74], [331, 2]]	2.000e+00	2.143e+00	2.894e-01	2.114e+00	1.279e-01	1.38
480	exm41	pheno_352.2	1.447e-03	6.011e-03	[[25887, 74], [155, 2]]	2.000e+00	4.540e+00	3.596e-02	4.514e+00	4.043e-02	2.27
486	exm41	pheno_356	1.447e-03	3.830e-02	[[26637, 77], [1061, 3]]	3.000e+00	9.977e-01	9.969e-01	9.781e-01	1.496e-01	1.00
487	exm41	pheno_357	1.447e-03	5.176e-03	[[26637, 77], [138, 1]]	1.000e+00	2.543e+00	3.557e-01	2.507e+00	1.218e-01	1.21
490	exm41	pheno_359	1.447e-03	2.143e-02	[[26637, 77], [584, 1]]	1.000e+00	6.179e-01	6.335e-01	5.924e-01	4.439e-02	1.23
494	exm41	pheno_361	1.447e-03	9.537e-03	[[26398, 83], [254, 1]]	1.000e+00	1.235e+00	8.342e-01	1.252e+00	2.838e-01	1.01
495	exm41	pheno_361.1	1.447e-03	5.968e-03	[[26398, 83], [158, 1]]	1.000e+00	1.984e+00	4.978e-01	2.013e+00	1.589e-01	1.13
496	exm41	pheno_362	1.447e-03	4.799e-02	[[26398, 83], [1333, 2]]	2.000e+00	4.695e-01	2.931e-01	4.772e-01	3.227e-03	2.40
497	exm41	pheno_362.2	1.447e-03	3.096e-02	[[26398, 83], [844, 2]]	2.000e+00	7.416e-01	6.802e-01	7.537e-01	6.029e-02	1.10
500	exm41	pheno_362.23	1.447e-03	8.276e-03	[[26398, 83], [219, 2]]	2.000e+00	2.856e+00	1.463e-01	2.905e+00	7.748e-02	1.71
508	exm41	pheno_362.9	1.447e-03	8.833e-03	[[26398, 83], [234, 2]]	2.000e+00	2.680e+00	1.714e-01	2.718e+00	8.584e-02	1.64
518	exm41	pheno_365	1.447e-03	3.751e-02	[[26398, 83], [1031, 1]]	1.000e+00	3.064e-01	2.411e-01	3.085e-01	1.102e-03	4.72
519	exm41	pheno_365.1	1.447e-03	2.847e-02	[[26398, 83], [775, 1]]	1.000e+00	4.075e-01	3.739e-01	4.104e-01	8.073e-03	2.08
523	exm41	pheno_366	1.447e-03	9.038e-02	[[26179, 77], [2600, 9]]	9.000e+00	1.185e+00	6.399e-01	1.177e+00	2.948e-01	1.11
525	exm41	pheno_366.2	1.447e-03	7.575e-02	[[26179, 77], [2144, 8]]	8.000e+00	1.285e+00	5.093e-01	1.269e+00	2.399e-01	1.20
526	exm41	pheno_367	1.447e-03	4.635e-02	[[27285, 80], [1328, 2]]	2.000e+00	5.143e-01	3.537e-01	5.136e-01	5.892e-03	1.96
527	exm41	pheno_367.1	1.447e-03	2.723e-02	[[27285, 80], [765, 1]]	1.000e+00	4.475e-01	4.250e-01	4.458e-01	1.273e-02	1.77
530	exm41	pheno_367.9	1.447e-03	1.024e-02	[[27285, 80], [281, 2]]	2.000e+00	2.466e+00	2.096e-01	2.427e+00	1.025e-01	1.52
531	exm41	pheno_368	1.447e-03	3.467e-02	[[27174, 81], [978, 1]]	1.000e+00	3.434e-01	2.884e-01	3.430e-01	2.515e-03	3.30
536	exm41	pheno_368.9	1.447e-03	7.140e-03	[[27174, 81], [195, 1]]	1.000e+00	1.733e+00	5.856e-01	1.720e+00	1.926e-01	1.08
546	exm41	pheno_371	1.447e-03	4.168e-02	[[25605, 77], [1115, 2]]	2.000e+00	5.908e-01	4.638e-01	5.965e-01	1.688e-02	1.44
548	exm41	pheno_371.2	1.447e-03	1.681e-02	[[25605, 77], [437, 2]]	2.000e+00	1.508e+00	5.680e-01	1.522e+00	2.162e-01	1.13
549	exm41	pheno_371.21	1.447e-03	1.280e-02	[[25605, 77], [332, 1]]	1.000e+00	9.902e-01	9.922e-01	1.002e+00	3.724e-01	1.00
551	exm41	pheno_372	1.447e-03	4.651e-03	[[25605, 77], [119, 1]]	1.000e+00	2.719e+00	3.226e-01	2.794e+00	1.069e-01	1.25
552	exm41	pheno_374	1.447e-03	2.391e-02	[[25605, 77], [627, 2]]	2.000e+00	1.050e+00	9.458e-01	1.061e+00	3.766e-01	1.00
555	exm41	pheno_374.3	1.447e-03	8.149e-03	[[25605, 77], [210, 1]]	1.000e+00	1.564e+00	6.579e-01	1.583e+00	2.133e-01	1.06
556	exm41	pheno_374.6	1.447e-03	1.212e-02	[[25605, 77], [313, 2]]	2.000e+00	2.110e+00	3.017e-01	2.125e+00	1.268e-01	1.39
558	exm41	pheno_375.1	1.447e-03	2.427e-02	[[25733, 77], [639, 3]]	3.000e+00	1.645e+00	4.023e-01	1.569e+00	1.884e-01	1.24
561	exm41	pheno_377	1.447e-03	1.323e-02	[[25733, 77], [345, 1]]	1.000e+00	9.666e-01	9.731e-01	9.687e-01	1.714e-01	1.00
568	exm41	pheno_379	1.447e-03	3.701e-02	[[25733, 77], [991, 1]]	1.000e+00	3.454e-01	2.918e-01	3.372e-01	2.217e-03	3.47
570	exm41	pheno_379.2	1.447e-03	2.973e-02	[[25733, 77], [790, 1]]	1.000e+00	4.353e-01	4.097e-01	4.230e-01	9.585e-03	1.95
576	exm41	pheno_380.1	1.447e-03	8.963e-03	[[27446, 84], [248, 1]]	1.000e+00	1.315e+00	7.860e-01	1.317e+00	2.668e-01	1.02
577	exm41	pheno_380.4	1.447e-03	2.545e-02	[[27446, 84], [717, 2]]	2.000e+00	9.129e-01	8.991e-01	9.114e-01	1.306e-01	1.01
578	exm41	pheno_381	1.447e-03	5.332e-02	[[25989, 76], [1464, 4]]	4.000e+00	9.184e-01	8.699e-01	9.343e-01	1.040e-01	1.01
579	exm41	pheno_381.1	1.447e-03	3.434e-02	[[25989, 76], [923, 4]]	4.000e+00	1.507e+00	4.399e-01	1.482e+00	1.950e-01	1.26
580	exm41	pheno_381.11	1.447e-03	2.673e-02	[[25989, 76], [713, 3]]	3.000e+00	1.459e+00	5.362e-01	1.439e+00	2.227e-01	1.16
581	exm41	pheno_381.2	1.447e-03	2.437e-02	[[25989, 76], [650, 1]]	1.000e+00	5.191e-01	5.155e-01	5.261e-01	2.779e-02	1.39
584	exm41	pheno_382	1.447e-03	1.048e-02	[[25989, 76], [274, 2]]	2.000e+00	2.503e+00	2.024e-01	2.496e+00	9.826e-02	1.55
590	exm41	pheno_386	1.447e-03	2.249e-02	[[25174, 73], [580, 1]]	1.000e+00	6.012e-01	6.146e-01	5.946e-01	4.497e-02	1.22
592	exm41	pheno_386.2	1.447e-03	1.375e-02	[[25174, 73], [351, 1]]	1.000e+00	9.972e-01	9.978e-01	9.825e-01	1.762e-01	1.00
595	exm41	pheno_386.9	1.447e-03	7.547e-02	[[25174, 73], [2055, 6]]	6.000e+00	1.002e+00	9.961e-01	1.007e+00	4.502e-01	1.00
596	exm41	pheno_389	1.447e-03	8.851e-02	[[25816, 74], [2504, 10]]	1.000e+01	1.391e+00	3.296e-01	1.393e+00	1.615e-01	1.50
597	exm41	pheno_389.1	1.447e-03	5.531e-02	[[25816, 74], [1512, 4]]	4.000e+00	9.173e-01	8.676e-01	9.229e-01	9.664e-02	1.01
598	exm41	pheno_389.2	1.447e-03	1.652e-02	[[25816, 74], [434, 1]]	1.000e+00	8.084e-01	8.338e-01	8.038e-01	1.126e-01	1.03
599	exm41	pheno_389.4	1.447e-03	1.191e-02	[[25816, 74], [311, 1]]	1.000e+00	1.120e+00	9.103e-01	1.122e+00	3.241e-01	1.00
600	exm41	pheno_394	1.447e-03	2.368e-02	[[24750, 67], [598, 4]]	4.000e+00	2.446e+00	8.395e-02	2.471e+00	6.055e-02	2.40
602	exm41	pheno_394.2	1.447e-03	5.848e-03	[[24750, 67], [145, 1]]	1.000e+00	2.553e+00	3.541e-01	2.548e+00	1.196e-01	1.22
604	exm41	pheno_394.7	1.447e-03	1.049e-02	[[24750, 67], [262, 1]]	1.000e+00	1.418e+00	7.292e-01	1.410e+00	2.462e-01	1.04
605	exm41	pheno_395	1.447e-03	9.088e-02	[[24750, 67], [2468, 13]]	1.300e+01	1.959e+00	2.931e-02	1.946e+00	2.919e-02	5.19
606	exm41	pheno_395.1	1.447e-03	5.318e-02	[[24750, 67], [1389, 5]]	5.000e+00	1.311e+00	5.632e-01	1.330e+00	2.378e-01	1.18
607	exm41	pheno_395.2	1.447e-03	4.469e-02	[[24750, 67], [1156, 5]]	5.000e+00	1.587e+00	3.263e-01	1.598e+00	1.500e-01	1.47
610	exm41	pheno_395.6	1.447e-03	2.083e-02	[[24750, 67], [526, 2]]	2.000e+00	1.358e+00	6.718e-01	1.405e+00	2.460e-01	1.09
611	exm41	pheno_396	1.447e-03	3.104e-02	[[24750, 67], [790, 5]]	5.000e+00	2.334e+00	6.910e-02	2.338e+00	5.488e-02	2.70
612	exm41	pheno_401	1.447e-03	4.623e-01	[[14564, 41], [12520, 36]]	3.600e+01	1.083e+00	7.547e-01	1.021e+00	4.724e-01	1.01
613	exm41	pheno_401.1	1.447e-03	4.578e-01	[[14564, 41], [12294, 36]]	3.600e+01	1.106e+00	6.934e-01	1.040e+00	4.357e-01	1.02
614	exm41	pheno_401.2	1.447e-03	1.503e-01	[[14564, 41], [2577, 6]]	6.000e+00	9.848e-01	9.733e-01	8.271e-01	3.694e-01	1.10
615	exm41	pheno_401.21	1.447e-03	6.581e-02	[[14564, 41], [1028, 1]]	1.000e+00	4.749e-01	4.732e-01	3.455e-01	2.608e-03	3.13
616	exm41	pheno_401.22	1.447e-03	1.009e-01	[[14564, 41], [1634, 5]]	5.000e+00	1.246e+00	6.507e-01	1.087e+00	3.823e-01	1.02
618	exm41	pheno_411	1.447e-03	2.005e-01	[[21933, 55], [5493, 22]]	2.200e+01	1.958e+00	1.674e-02	1.597e+00	4.695e-02	3.94
619	exm41	pheno_411.1	1.447e-03	5.387e-02	[[21933, 55], [1248, 4]]	4.000e+00	1.550e+00	4.146e-01	1.278e+00	2.723e-01	1.11
620	exm41	pheno_411.2	1.447e-03	6.621e-02	[[21933, 55], [1555, 4]]	4.000e+00	1.220e+00	7.114e-01	1.026e+00	4.228e-01	1.00
621	exm41	pheno_411.3	1.447e-03	4.379e-02	[[21933, 55], [1003, 4]]	4.000e+00	1.796e+00	2.742e-01	1.590e+00	1.689e-01	1.36
622	exm41	pheno_411.4	1.447e-03	1.827e-01	[[21933, 55], [4897, 18]]	1.800e+01	1.826e+00	4.688e-02	1.466e+00	9.360e-02	2.30
624	exm41	pheno_411.8	1.447e-03	5.623e-02	[[21933, 55], [1306, 4]]	4.000e+00	1.549e+00	4.220e-01	1.221e+00	2.992e-01	1.07
625	exm41	pheno_414	1.447e-03	4.826e-02	[[21933, 55], [1110, 5]]	5.000e+00	1.847e+00	1.975e-01	1.796e+00	1.123e-01	1.74
626	exm41	pheno_414.2	1.447e-03	1.333e-02	[[21933, 55], [295, 2]]	2.000e+00	3.198e+00	1.169e-01	2.704e+00	8.765e-02	1.63
627	exm41	pheno_415	1.447e-03	6.159e-02	[[24945, 73], [1638, 4]]	4.000e+00	8.268e-01	7.118e-01	8.345e-01	5.023e-02	1.07
630	exm41	pheno_415.2	1.447e-03	4.274e-02	[[24945, 73], [1114, 3]]	3.000e+00	9.107e-01	8.741e-01	9.202e-01	1.130e-01	1.01
632	exm41	pheno_416	1.447e-03	6.187e-02	[[24945, 73], [1647, 3]]	3.000e+00	6.127e-01	4.067e-01	6.224e-01	9.059e-03	1.55
633	exm41	pheno_418.1	1.447e-03	6.797e-03	[[19967, 52], [136, 1]]	1.000e+00	2.967e+00	2.847e-01	2.823e+00	1.062e-01	1.25
634	exm41	pheno_420	1.447e-03	2.106e-02	[[27067, 77], [580, 4]]	4.000e+00	2.418e+00	8.628e-02	2.424e+00	6.263e-02	2.34
635	exm41	pheno_420.2	1.447e-03	1.338e-02	[[27067, 77], [365, 3]]	3.000e+00	2.887e+00	7.281e-02	2.889e+00	5.728e-02	2.27
638	exm41	pheno_420.3	1.447e-03	7.023e-03	[[27067, 77], [191, 1]]	1.000e+00	1.843e+00	5.449e-01	1.840e+00	1.774e-01	1.10
639	exm41	pheno_425	1.447e-03	4.352e-02	[[27067, 77], [1232, 3]]	3.000e+00	8.640e-01	8.052e-01	8.560e-01	7.847e-02	1.04
640	exm41	pheno_425.1	1.447e-03	3.782e-02	[[27067, 77], [1064, 3]]	3.000e+00	9.993e-01	9.991e-01	9.911e-01	1.585e-01	1.00
644	exm41	pheno_426	1.447e-03	1.312e-01	[[18349, 57], [2773, 6]]	6.000e+00	6.676e-01	3.537e-01	6.965e-01	1.992e-01	1.53
645	exm41	pheno_426.2	1.447e-03	3.684e-02	[[18349, 57], [701, 3]]	3.000e+00	1.286e+00	6.750e-01	1.378e+00	2.439e-01	1.13
648	exm41	pheno_426.23	1.447e-03	6.852e-03	[[18349, 57], [126, 1]]	1.000e+00	2.427e+00	3.819e-01	2.555e+00	1.197e-01	1.22
649	exm41	pheno_426.24	1.447e-03	2.324e-02	[[18349, 57], [436, 2]]	2.000e+00	1.387e+00	6.528e-01	1.477e+00	2.282e-01	1.12
651	exm41	pheno_426.3	1.447e-03	2.871e-02	[[18349, 57], [541, 3]]	3.000e+00	1.694e+00	3.812e-01	1.785e+00	1.482e-01	1.39
652	exm41	pheno_426.31	1.447e-03	9.951e-03	[[18349, 57], [183, 2]]	2.000e+00	3.317e+00	9.888e-02	3.518e+00	5.880e-02	1.94
653	exm41	pheno_426.32	1.447e-03	1.683e-02	[[18349, 57], [314, 1]]	1.000e+00	9.486e-01	9.586e-01	1.025e+00	3.621e-01	1.00
657	exm41	pheno_426.9	1.447e-03	6.998e-02	[[18349, 57], [1380, 5]]	5.000e+00	1.111e+00	8.261e-01	1.166e+00	3.247e-01	1.06
658	exm41	pheno_426.91	1.447e-03	5.167e-02	[[18349, 57], [998, 5]]	5.000e+00	1.553e+00	3.566e-01	1.613e+00	1.482e-01	1.49
659	exm41	pheno_426.92	1.447e-03	2.912e-02	[[18349, 57], [550, 2]]	2.000e+00	1.088e+00	9.086e-01	1.171e+00	3.267e-01	1.02
660	exm41	pheno_427	1.447e-03	2.924e-01	[[18349, 57], [7588, 17]]	1.700e+01	6.879e-01	1.844e-01	7.212e-01	1.033e-01	2.24
661	exm41	pheno_427.1	1.447e-03	6.866e-02	[[18349, 57], [1354, 3]]	3.000e+00	6.654e-01	4.947e-01	7.132e-01	2.556e-02	1.22
663	exm41	pheno_427.12	1.447e-03	4.339e-02	[[18349, 57], [832, 3]]	3.000e+00	1.058e+00	9.257e-01	1.161e+00	3.334e-01	1.03
