ind	SNP	pheno	maf	prev	table	logit_OR	logit_p-val	exact_OR	exact_p-val
370	exm41	pheno_292.4	1.447e-03	5.309e-02	[[23992, 70], [1345, 4]]	1.052e+00	9.220e-01	1.019e+00	4.100e-01
371	exm41	pheno_292.5	1.447e-03	4.551e-03	[[23992, 70], [109, 1]]	3.105e+00	2.629e-01	3.144e+00	8.995e-02
372	exm41	pheno_292.6	1.447e-03	2.859e-03	[[23992, 70], [68, 1]]	5.188e+00	1.049e-01	5.040e+00	5.167e-02
375	exm41	pheno_295	1.447e-03	1.931e-02	[[20357, 54], [400, 2]]	1.925e+00	3.652e-01	1.885e+00	1.489e-01
377	exm41	pheno_295.2	1.447e-03	1.370e-03	[[20357, 54], [27, 1]]	1.457e+01	9.347e-03	1.396e+01	1.678e-02
378	exm41	pheno_295.3	1.447e-03	1.453e-02	[[20357, 54], [300, 1]]	1.290e+00	8.012e-01	1.257e+00	2.769e-01
379	exm41	pheno_296	1.447e-03	1.679e-01	[[20357, 54], [4103, 16]]	1.490e+00	1.647e-01	1.470e+00	9.051e-02
381	exm41	pheno_296.2	1.447e-03	1.524e-01	[[20357, 54], [3655, 15]]	1.572e+00	1.255e-01	1.547e+00	7.389e-02
382	exm41	pheno_296.22	1.447e-03	3.862e-02	[[20357, 54], [815, 5]]	2.300e+00	7.716e-02	2.313e+00	5.367e-02
386	exm41	pheno_300	1.447e-03	1.311e-01	[[20357, 54], [3070, 10]]	1.253e+00	5.166e-01	1.228e+00	2.415e-01
387	exm41	pheno_300.1	1.447e-03	1.040e-01	[[20357, 54], [2362, 8]]	1.307e+00	4.835e-01	1.277e+00	2.259e-01
389	exm41	pheno_300.12	1.447e-03	8.501e-03	[[20357, 54], [174, 1]]	2.140e+00	4.533e-01	2.167e+00	1.414e-01
391	exm41	pheno_300.4	1.447e-03	2.800e-02	[[20357, 54], [587, 1]]	6.568e-01	6.778e-01	6.422e-01	9.284e-02
393	exm41	pheno_300.9	1.447e-03	1.114e-02	[[20357, 54], [228, 2]]	3.217e+00	1.100e-01	3.307e+00	6.131e-02
398	exm41	pheno_303	1.447e-03	6.667e-03	[[20357, 54], [136, 1]]	2.818e+00	3.088e-01	2.772e+00	1.046e-01
399	exm41	pheno_303.3	1.447e-03	2.053e-03	[[20357, 54], [41, 1]]	9.718e+00	2.685e-02	9.195e+00	2.634e-02
401	exm41	pheno_304	1.447e-03	3.862e-02	[[20357, 54], [817, 3]]	1.361e+00	6.051e-01	1.384e+00	2.323e-01
404	exm41	pheno_306	1.447e-03	4.924e-03	[[20357, 54], [100, 1]]	3.623e+00	2.060e-01	3.770e+00	7.243e-02
407	exm41	pheno_312	1.447e-03	7.370e-03	[[27936, 77], [205, 3]]	5.710e+00	4.860e-03	5.309e+00	1.830e-02
409	exm41	pheno_313	1.447e-03	1.512e-02	[[27936, 77], [426, 4]]	4.350e+00	9.618e-03	3.407e+00	2.751e-02
410	exm41	pheno_313.1	1.447e-03	1.021e-02	[[27936, 77], [286, 3]]	4.738e+00	1.398e-02	3.806e+00	3.271e-02
411	exm41	pheno_313.3	1.447e-03	4.442e-03	[[27936, 77], [123, 2]]	9.595e+00	6.507e-03	5.899e+00	2.648e-02
412	exm41	pheno_315	1.447e-03	2.018e-02	[[27936, 77], [574, 3]]	2.265e+00	1.855e-01	1.896e+00	1.253e-01
414	exm41	pheno_315.2	1.447e-03	6.208e-03	[[27936, 77], [174, 1]]	2.925e+00	3.173e-01	2.085e+00	1.485e-01
415	exm41	pheno_315.3	1.447e-03	5.573e-03	[[27936, 77], [156, 1]]	2.653e+00	3.399e-01	2.326e+00	1.298e-01
416	exm41	pheno_316	1.447e-03	2.581e-02	[[25292, 71], [669, 3]]	1.576e+00	4.434e-01	1.597e+00	1.760e-01
421	exm41	pheno_318	1.447e-03	6.657e-02	[[25292, 71], [1801, 8]]	1.578e+00	2.227e-01	1.582e+00	1.101e-01
422	exm41	pheno_320	1.447e-03	5.942e-03	[[29027, 82], [173, 1]]	2.034e+00	4.824e-01	2.046e+00	1.520e-01
425	exm41	pheno_324	1.447e-03	3.389e-03	[[29027, 82], [98, 1]]	3.577e+00	2.077e-01	3.612e+00	7.628e-02
427	exm41	pheno_327	1.447e-03	7.185e-02	[[24281, 68], [1881, 4]]	7.585e-01	5.922e-01	7.593e-01	4.964e-02
429	exm41	pheno_327.3	1.447e-03	6.021e-02	[[24281, 68], [1555, 5]]	1.137e+00	7.826e-01	1.148e+00	3.228e-01
430	exm41	pheno_327.32	1.447e-03	4.213e-02	[[24281, 68], [1069, 2]]	6.561e-01	5.578e-01	6.681e-01	9.658e-02
431	exm41	pheno_327.4	1.447e-03	4.502e-02	[[24281, 68], [1145, 3]]	9.368e-01	9.123e-01	9.356e-01	1.782e-01
439	exm41	pheno_333	1.447e-03	2.471e-02	[[22624, 66], [571, 4]]	2.372e+00	9.562e-02	2.401e+00	6.123e-02
440	exm41	pheno_333.1	1.447e-03	1.047e-02	[[22624, 66], [239, 1]]	1.399e+00	7.402e-01	1.434e+00	2.358e-01
442	exm41	pheno_333.3	1.447e-03	1.057e-03	[[22624, 66], [23, 1]]	1.556e+01	7.913e-03	1.490e+01	1.566e-02
443	exm41	pheno_333.4	1.447e-03	6.437e-03	[[22624, 66], [145, 2]]	4.600e+00	3.510e-02	4.728e+00	3.613e-02
445	exm41	pheno_334	1.447e-03	1.702e-02	[[22624, 66], [392, 1]]	8.781e-01	8.975e-01	8.745e-01	8.852e-02
449	exm41	pheno_335	1.447e-03	1.305e-02	[[22624, 66], [297, 3]]	3.601e+00	3.166e-02	3.463e+00	3.904e-02
453	exm41	pheno_340	1.447e-03	2.863e-02	[[27945, 80], [823, 3]]	1.311e+00	6.489e-01	1.273e+00	2.726e-01
455	exm41	pheno_341	1.447e-03	8.607e-03	[[22624, 66], [196, 1]]	1.790e+00	5.654e-01	1.749e+00	1.844e-01
458	exm41	pheno_344	1.447e-03	1.098e-02	[[22624, 66], [251, 1]]	1.403e+00	7.376e-01	1.366e+00	2.504e-01
459	exm41	pheno_345	1.447e-03	7.247e-02	[[22624, 66], [1765, 8]]	1.564e+00	2.414e-01	1.554e+00	1.178e-01
460	exm41	pheno_345.1	1.447e-03	3.253e-02	[[22624, 66], [761, 2]]	9.585e-01	9.535e-01	9.009e-01	1.397e-01
461	exm41	pheno_345.11	1.447e-03	1.557e-02	[[22624, 66], [357, 2]]	2.146e+00	2.995e-01	1.920e+00	1.445e-01
462	exm41	pheno_345.12	1.447e-03	2.000e-02	[[22624, 66], [462, 1]]	7.926e-01	8.187e-01	7.420e-01	2.745e-02
463	exm41	pheno_345.3	1.447e-03	6.336e-02	[[22624, 66], [1529, 6]]	1.394e+00	4.437e-01	1.345e+00	2.106e-01
465	exm41	pheno_348	1.447e-03	4.225e-02	[[22624, 66], [1000, 1]]	3.485e-01	2.961e-01	3.428e-01	8.960e-02
469	exm41	pheno_348.8	1.447e-03	2.126e-02	[[22624, 66], [492, 1]]	7.122e-01	7.369e-01	6.967e-01	2.013e-03
472	exm41	pheno_350	1.447e-03	6.248e-02	[[26527, 78], [1767, 6]]	1.154e+00	7.369e-01	1.155e+00	3.140e-01
473	exm41	pheno_350.1	1.447e-03	1.942e-02	[[26527, 78], [526, 1]]	6.448e-01	6.632e-01	6.466e-01	5.021e-02
474	exm41	pheno_350.2	1.447e-03	3.479e-02	[[26527, 78], [955, 4]]	1.419e+00	4.994e-01	1.424e+00	2.055e-01
475	exm41	pheno_350.3	1.447e-03	1.827e-02	[[26527, 78], [493, 2]]	1.378e+00	6.549e-01	1.380e+00	2.462e-01
477	exm41	pheno_351	1.447e-03	5.269e-02	[[25887, 74], [1436, 8]]	1.966e+00	7.080e-02	1.949e+00	5.181e-02
478	exm41	pheno_352	1.447e-03	1.266e-02	[[25887, 74], [331, 2]]	2.143e+00	2.894e-01	2.114e+00	1.238e-01
480	exm41	pheno_352.2	1.447e-03	6.011e-03	[[25887, 74], [155, 2]]	4.540e+00	3.596e-02	4.514e+00	3.857e-02
486	exm41	pheno_356	1.447e-03	3.830e-02	[[26637, 77], [1061, 3]]	9.977e-01	9.969e-01	9.781e-01	1.893e-01
487	exm41	pheno_357	1.447e-03	5.176e-03	[[26637, 77], [138, 1]]	2.543e+00	3.557e-01	2.507e+00	1.184e-01
490	exm41	pheno_359	1.447e-03	2.143e-02	[[26637, 77], [584, 1]]	6.179e-01	6.335e-01	5.924e-01	1.463e-02
494	exm41	pheno_361	1.447e-03	9.537e-03	[[26398, 83], [254, 1]]	1.235e+00	8.342e-01	1.252e+00	2.788e-01
495	exm41	pheno_361.1	1.447e-03	5.968e-03	[[26398, 83], [158, 1]]	1.984e+00	4.978e-01	2.013e+00	1.551e-01
496	exm41	pheno_362	1.447e-03	4.799e-02	[[26398, 83], [1333, 2]]	4.695e-01	2.931e-01	4.772e-01	1.250e-01
497	exm41	pheno_362.2	1.447e-03	3.096e-02	[[26398, 83], [844, 2]]	7.416e-01	6.802e-01	7.537e-01	2.158e-02
500	exm41	pheno_362.23	1.447e-03	8.276e-03	[[26398, 83], [219, 2]]	2.856e+00	1.463e-01	2.905e+00	7.471e-02
508	exm41	pheno_362.9	1.447e-03	8.833e-03	[[26398, 83], [234, 2]]	2.680e+00	1.714e-01	2.718e+00	8.287e-02
518	exm41	pheno_365	1.447e-03	3.751e-02	[[26398, 83], [1031, 1]]	3.064e-01	2.411e-01	3.085e-01	5.676e-02
519	exm41	pheno_365.1	1.447e-03	2.847e-02	[[26398, 83], [775, 1]]	4.075e-01	3.739e-01	4.104e-01	1.544e-01
523	exm41	pheno_366	1.447e-03	9.038e-02	[[26179, 77], [2600, 9]]	1.185e+00	6.399e-01	1.177e+00	2.821e-01
525	exm41	pheno_366.2	1.447e-03	7.575e-02	[[26179, 77], [2144, 8]]	1.285e+00	5.093e-01	1.269e+00	2.292e-01
526	exm41	pheno_367	1.447e-03	4.635e-02	[[27285, 80], [1328, 2]]	5.143e-01	3.537e-01	5.136e-01	1.626e-01
527	exm41	pheno_367.1	1.447e-03	2.723e-02	[[27285, 80], [765, 1]]	4.475e-01	4.250e-01	4.458e-01	1.901e-01
530	exm41	pheno_367.9	1.447e-03	1.024e-02	[[27285, 80], [281, 2]]	2.466e+00	2.096e-01	2.427e+00	9.913e-02
531	exm41	pheno_368	1.447e-03	3.467e-02	[[27174, 81], [978, 1]]	3.434e-01	2.884e-01	3.430e-01	8.659e-02
536	exm41	pheno_368.9	1.447e-03	7.140e-03	[[27174, 81], [195, 1]]	1.733e+00	5.856e-01	1.720e+00	1.884e-01
546	exm41	pheno_371	1.447e-03	4.168e-02	[[25605, 77], [1115, 2]]	5.908e-01	4.638e-01	5.965e-01	2.858e-02
548	exm41	pheno_371.2	1.447e-03	1.681e-02	[[25605, 77], [437, 2]]	1.508e+00	5.680e-01	1.522e+00	2.105e-01
549	exm41	pheno_371.21	1.447e-03	1.280e-02	[[25605, 77], [332, 1]]	9.902e-01	9.922e-01	1.002e+00	3.620e-01
551	exm41	pheno_372	1.447e-03	4.651e-03	[[25605, 77], [119, 1]]	2.719e+00	3.226e-01	2.794e+00	1.037e-01
552	exm41	pheno_374	1.447e-03	2.391e-02	[[25605, 77], [627, 2]]	1.050e+00	9.458e-01	1.061e+00	3.689e-01
555	exm41	pheno_374.3	1.447e-03	8.149e-03	[[25605, 77], [210, 1]]	1.564e+00	6.579e-01	1.583e+00	2.088e-01
556	exm41	pheno_374.6	1.447e-03	1.212e-02	[[25605, 77], [313, 2]]	2.110e+00	3.017e-01	2.125e+00	1.227e-01
558	exm41	pheno_375.1	1.447e-03	2.427e-02	[[25733, 77], [639, 3]]	1.645e+00	4.023e-01	1.569e+00	1.823e-01
561	exm41	pheno_377	1.447e-03	1.323e-02	[[25733, 77], [345, 1]]	9.666e-01	9.731e-01	9.687e-01	1.084e-01
568	exm41	pheno_379	1.447e-03	3.701e-02	[[25733, 77], [991, 1]]	3.454e-01	2.918e-01	3.372e-01	8.221e-02
570	exm41	pheno_379.2	1.447e-03	2.973e-02	[[25733, 77], [790, 1]]	4.353e-01	4.097e-01	4.230e-01	1.685e-01
576	exm41	pheno_380.1	1.447e-03	8.963e-03	[[27446, 84], [248, 1]]	1.315e+00	7.860e-01	1.317e+00	2.620e-01
577	exm41	pheno_380.4	1.447e-03	2.545e-02	[[27446, 84], [717, 2]]	9.129e-01	8.991e-01	9.114e-01	1.176e-01
578	exm41	pheno_381	1.447e-03	5.332e-02	[[25989, 76], [1464, 4]]	9.184e-01	8.699e-01	9.343e-01	1.885e-01
579	exm41	pheno_381.1	1.447e-03	3.434e-02	[[25989, 76], [923, 4]]	1.507e+00	4.399e-01	1.482e+00	1.880e-01
580	exm41	pheno_381.11	1.447e-03	2.673e-02	[[25989, 76], [713, 3]]	1.459e+00	5.362e-01	1.439e+00	2.159e-01
581	exm41	pheno_381.2	1.447e-03	2.437e-02	[[25989, 76], [650, 1]]	5.191e-01	5.155e-01	5.261e-01	2.707e-01
584	exm41	pheno_382	1.447e-03	1.048e-02	[[25989, 76], [274, 2]]	2.503e+00	2.024e-01	2.496e+00	9.485e-02
590	exm41	pheno_386	1.447e-03	2.249e-02	[[25174, 73], [580, 1]]	6.012e-01	6.146e-01	5.946e-01	2.579e-02
592	exm41	pheno_386.2	1.447e-03	1.375e-02	[[25174, 73], [351, 1]]	9.972e-01	9.978e-01	9.825e-01	1.150e-01
595	exm41	pheno_386.9	1.447e-03	7.547e-02	[[25174, 73], [2055, 6]]	1.002e+00	9.961e-01	1.007e+00	4.273e-01
596	exm41	pheno_389	1.447e-03	8.851e-02	[[25816, 74], [2504, 10]]	1.391e+00	3.296e-01	1.393e+00	1.520e-01
597	exm41	pheno_389.1	1.447e-03	5.531e-02	[[25816, 74], [1512, 4]]	9.173e-01	8.676e-01	9.229e-01	1.810e-01
598	exm41	pheno_389.2	1.447e-03	1.652e-02	[[25816, 74], [434, 1]]	8.084e-01	8.338e-01	8.038e-01	4.334e-02
599	exm41	pheno_389.4	1.447e-03	1.191e-02	[[25816, 74], [311, 1]]	1.120e+00	9.103e-01	1.122e+00	3.184e-01
600	exm41	pheno_394	1.447e-03	2.368e-02	[[24750, 67], [598, 4]]	2.446e+00	8.395e-02	2.471e+00	5.726e-02
602	exm41	pheno_394.2	1.447e-03	5.848e-03	[[24750, 67], [145, 1]]	2.553e+00	3.541e-01	2.548e+00	1.161e-01
604	exm41	pheno_394.7	1.447e-03	1.049e-02	[[24750, 67], [262, 1]]	1.418e+00	7.292e-01	1.410e+00	2.408e-01
605	exm41	pheno_395	1.447e-03	9.088e-02	[[24750, 67], [2468, 13]]	1.959e+00	2.931e-02	1.946e+00	2.622e-02
606	exm41	pheno_395.1	1.447e-03	5.318e-02	[[24750, 67], [1389, 5]]	1.311e+00	5.632e-01	1.330e+00	2.280e-01
607	exm41	pheno_395.2	1.447e-03	4.469e-02	[[24750, 67], [1156, 5]]	1.587e+00	3.263e-01	1.598e+00	1.428e-01
610	exm41	pheno_395.6	1.447e-03	2.083e-02	[[24750, 67], [526, 2]]	1.358e+00	6.718e-01	1.405e+00	2.391e-01
611	exm41	pheno_396	1.447e-03	3.104e-02	[[24750, 67], [790, 5]]	2.334e+00	6.910e-02	2.338e+00	5.154e-02
612	exm41	pheno_401	1.447e-03	4.623e-01	[[14564, 41], [12520, 36]]	1.083e+00	7.547e-01	1.021e+00	4.052e-01
613	exm41	pheno_401.1	1.447e-03	4.578e-01	[[14564, 41], [12294, 36]]	1.106e+00	6.934e-01	1.040e+00	3.800e-01
614	exm41	pheno_401.2	1.447e-03	1.503e-01	[[14564, 41], [2577, 6]]	9.848e-01	9.733e-01	8.271e-01	2.364e-01
615	exm41	pheno_401.21	1.447e-03	6.581e-02	[[14564, 41], [1028, 1]]	4.749e-01	4.732e-01	3.455e-01	9.805e-02
616	exm41	pheno_401.22	1.447e-03	1.009e-01	[[14564, 41], [1634, 5]]	1.246e+00	6.507e-01	1.087e+00	3.613e-01
618	exm41	pheno_411	1.447e-03	2.005e-01	[[21933, 55], [5493, 22]]	1.958e+00	1.674e-02	1.597e+00	4.049e-02
619	exm41	pheno_411.1	1.447e-03	5.387e-02	[[21933, 55], [1248, 4]]	1.550e+00	4.146e-01	1.278e+00	2.608e-01
620	exm41	pheno_411.2	1.447e-03	6.621e-02	[[21933, 55], [1555, 4]]	1.220e+00	7.114e-01	1.026e+00	4.033e-01
621	exm41	pheno_411.3	1.447e-03	4.379e-02	[[21933, 55], [1003, 4]]	1.796e+00	2.742e-01	1.590e+00	1.604e-01
622	exm41	pheno_411.4	1.447e-03	1.827e-01	[[21933, 55], [4897, 18]]	1.826e+00	4.688e-02	1.466e+00	8.316e-02
624	exm41	pheno_411.8	1.447e-03	5.623e-02	[[21933, 55], [1306, 4]]	1.549e+00	4.220e-01	1.221e+00	2.871e-01
625	exm41	pheno_414	1.447e-03	4.826e-02	[[21933, 55], [1110, 5]]	1.847e+00	1.975e-01	1.796e+00	1.053e-01
626	exm41	pheno_414.2	1.447e-03	1.333e-02	[[21933, 55], [295, 2]]	3.198e+00	1.169e-01	2.704e+00	8.370e-02
627	exm41	pheno_415	1.447e-03	6.159e-02	[[24945, 73], [1638, 4]]	8.268e-01	7.118e-01	8.345e-01	1.141e-01
630	exm41	pheno_415.2	1.447e-03	4.274e-02	[[24945, 73], [1114, 3]]	9.107e-01	8.741e-01	9.202e-01	1.638e-01
632	exm41	pheno_416	1.447e-03	6.187e-02	[[24945, 73], [1647, 3]]	6.127e-01	4.067e-01	6.224e-01	5.674e-02
633	exm41	pheno_418.1	1.447e-03	6.797e-03	[[19967, 52], [136, 1]]	2.967e+00	2.847e-01	2.823e+00	1.023e-01
634	exm41	pheno_420	1.447e-03	2.106e-02	[[27067, 77], [580, 4]]	2.418e+00	8.628e-02	2.424e+00	5.961e-02
635	exm41	pheno_420.2	1.447e-03	1.338e-02	[[27067, 77], [365, 3]]	2.887e+00	7.281e-02	2.889e+00	5.473e-02
638	exm41	pheno_420.3	1.447e-03	7.023e-03	[[27067, 77], [191, 1]]	1.843e+00	5.449e-01	1.840e+00	1.733e-01
639	exm41	pheno_425	1.447e-03	4.352e-02	[[27067, 77], [1232, 3]]	8.640e-01	8.052e-01	8.560e-01	1.046e-01
640	exm41	pheno_425.1	1.447e-03	3.782e-02	[[27067, 77], [1064, 3]]	9.993e-01	9.991e-01	9.911e-01	1.943e-01
644	exm41	pheno_426	1.447e-03	1.312e-01	[[18349, 57], [2773, 6]]	6.676e-01	3.537e-01	6.965e-01	4.844e-02
645	exm41	pheno_426.2	1.447e-03	3.684e-02	[[18349, 57], [701, 3]]	1.286e+00	6.750e-01	1.378e+00	2.345e-01
648	exm41	pheno_426.23	1.447e-03	6.852e-03	[[18349, 57], [126, 1]]	2.427e+00	3.819e-01	2.555e+00	1.155e-01
649	exm41	pheno_426.24	1.447e-03	2.324e-02	[[18349, 57], [436, 2]]	1.387e+00	6.528e-01	1.477e+00	2.206e-01
651	exm41	pheno_426.3	1.447e-03	2.871e-02	[[18349, 57], [541, 3]]	1.694e+00	3.812e-01	1.785e+00	1.415e-01
652	exm41	pheno_426.31	1.447e-03	9.951e-03	[[18349, 57], [183, 2]]	3.317e+00	9.888e-02	3.518e+00	5.582e-02
653	exm41	pheno_426.32	1.447e-03	1.683e-02	[[18349, 57], [314, 1]]	9.486e-01	9.586e-01	1.025e+00	3.521e-01
657	exm41	pheno_426.9	1.447e-03	6.998e-02	[[18349, 57], [1380, 5]]	1.111e+00	8.261e-01	1.166e+00	3.112e-01
658	exm41	pheno_426.91	1.447e-03	5.167e-02	[[18349, 57], [998, 5]]	1.553e+00	3.566e-01	1.613e+00	1.398e-01
659	exm41	pheno_426.92	1.447e-03	2.912e-02	[[18349, 57], [550, 2]]	1.088e+00	9.086e-01	1.171e+00	3.174e-01
660	exm41	pheno_427	1.447e-03	2.924e-01	[[18349, 57], [7588, 17]]	6.879e-01	1.844e-01	7.212e-01	6.236e-02
661	exm41	pheno_427.1	1.447e-03	6.866e-02	[[18349, 57], [1354, 3]]	6.654e-01	4.947e-01	7.132e-01	5.911e-02
663	exm41	pheno_427.12	1.447e-03	4.339e-02	[[18349, 57], [832, 3]]	1.058e+00	9.257e-01	1.161e+00	3.223e-01
664	exm41	pheno_427.2	1.447e-03	1.484e-01	[[18349, 57], [3204, 4]]	3.718e-01	6.290e-02	4.019e-01	1.228e-02
665	exm41	pheno_427.21	1.447e-03	1.443e-01	[[18349, 57], [3099, 4]]	3.848e-01	7.316e-02	4.155e-01	1.643e-02
666	exm41	pheno_427.22	1.447e-03	3.638e-02	[[18349, 57], [693, 2]]	8.481e-01	8.210e-01	9.290e-01	1.877e-01
667	exm41	pheno_427.3	1.447e-03	7.711e-02	[[18349, 57], [1535, 3]]	5.927e-01	3.794e-01	6.291e-01	1.198e-01
671	exm41	pheno_427.5	1.447e-03	5.822e-02	[[18349, 57], [1136, 2]]	5.440e-01	3.993e-01	5.667e-01	6.891e-02
672	exm41	pheno_427.6	1.447e-03	2.257e-02	[[18349, 57], [423, 2]]	1.492e+00	5.793e-01	1.522e+00	2.101e-01
673	exm41	pheno_427.61	1.447e-03	3.681e-03	[[18349, 57], [67, 1]]	5.275e+00	1.031e-01	4.805e+00	5.456e-02
674	exm41	pheno_427.7	1.447e-03	1.110e-01	[[18349, 57], [2295, 3]]	4.027e-01	1.255e-01	4.208e-01	3.600e-02
675	exm41	pheno_427.8	1.447e-03	4.721e-02	[[18349, 57], [907, 5]]	1.771e+00	2.379e-01	1.775e+00	1.087e-01
676	exm41	pheno_427.9	1.447e-03	9.778e-02	[[18349, 57], [1989, 6]]	9.471e-01	9.003e-01	9.711e-01	3.260e-01
677	exm41	pheno_428	1.447e-03	1.231e-01	[[23332, 70], [3281, 5]]	4.878e-01	1.251e-01	5.079e-01	4.482e-02
678	exm41	pheno_428.1	1.447e-03	1.083e-01	[[23332, 70], [2838, 5]]	5.632e-01	2.205e-01	5.872e-01	3.369e-02
680	exm41	pheno_428.3	1.447e-03	4.357e-02	[[23332, 70], [1064, 2]]	6.050e-01	4.857e-01	6.265e-01	7.143e-02
681	exm41	pheno_428.4	1.447e-03	3.261e-02	[[23332, 70], [788, 1]]	3.954e-01	3.585e-01	4.230e-01	1.712e-01
682	exm41	pheno_429	1.447e-03	6.694e-02	[[23332, 70], [1674, 5]]	9.688e-01	9.457e-01	9.956e-01	2.761e-01
684	exm41	pheno_429.2	1.447e-03	2.638e-02	[[23332, 70], [631, 3]]	1.515e+00	4.857e-01	1.585e+00	1.788e-01
687	exm41	pheno_430	1.447e-03	1.805e-02	[[24568, 69], [452, 1]]	7.866e-01	8.120e-01	7.877e-01	4.111e-02
690	exm41	pheno_430.3	1.447e-03	6.091e-03	[[24568, 69], [150, 1]]	2.365e+00	3.951e-01	2.374e+00	1.265e-01
691	exm41	pheno_433	1.447e-03	1.135e-01	[[24568, 69], [3145, 8]]	9.286e-01	8.473e-01	9.057e-01	2.266e-01
692	exm41	pheno_433.1	1.447e-03	5.329e-02	[[24568, 69], [1385, 2]]	5.274e-01	3.797e-01	5.142e-01	1.647e-01
695	exm41	pheno_433.2	1.447e-03	2.824e-02	[[24568, 69], [713, 3]]	1.540e+00	4.689e-01	1.498e+00	1.996e-01
696	exm41	pheno_433.21	1.447e-03	2.551e-02	[[24568, 69], [642, 3]]	1.717e+00	3.652e-01	1.664e+00	1.624e-01
697	exm41	pheno_433.3	1.447e-03	4.832e-02	[[24568, 69], [1248, 3]]	8.662e-01	8.105e-01	8.559e-01	1.210e-01
698	exm41	pheno_433.31	1.447e-03	4.370e-02	[[24568, 69], [1123, 3]]	9.626e-01	9.492e-01	9.512e-01	1.860e-01
700	exm41	pheno_433.6	1.447e-03	1.833e-02	[[24568, 69], [458, 2]]	1.616e+00	5.081e-01	1.555e+00	2.033e-01
701	exm41	pheno_433.8	1.447e-03	2.420e-02	[[24568, 69], [609, 2]]	1.183e+00	8.163e-01	1.169e+00	3.185e-01
702	exm41	pheno_440	1.447e-03	5.012e-02	[[23982, 68], [1268, 1]]	2.986e-01	2.335e-01	2.781e-01	3.577e-02
704	exm41	pheno_440.2	1.447e-03	2.710e-02	[[23982, 68], [669, 1]]	5.733e-01	5.831e-01	5.272e-01	2.754e-01
706	exm41	pheno_440.22	1.447e-03	1.656e-02	[[23982, 68], [404, 1]]	9.558e-01	9.644e-01	8.730e-01	8.144e-02
709	exm41	pheno_442	1.447e-03	3.063e-02	[[23982, 68], [755, 5]]	2.478e+00	5.701e-02	2.336e+00	5.166e-02
710	exm41	pheno_442.1	1.447e-03	2.382e-02	[[23982, 68], [583, 4]]	2.573e+00	7.491e-02	2.420e+00	6.009e-02
711	exm41	pheno_442.11	1.447e-03	1.567e-02	[[23982, 68], [380, 3]]	2.979e+00	7.668e-02	2.784e+00	5.889e-02
713	exm41	pheno_442.3	1.447e-03	3.357e-03	[[23982, 68], [80, 1]]	4.971e+00	1.162e-01	4.408e+00	6.033e-02
716	exm41	pheno_443	1.447e-03	4.635e-02	[[23982, 68], [1168, 1]]	3.257e-01	2.680e-01	3.019e-01	5.301e-02
717	exm41	pheno_443.1	1.447e-03	6.978e-03	[[23982, 68], [168, 1]]	2.058e+00	4.760e-01	2.099e+00	1.472e-01
720	exm41	pheno_443.9	1.447e-03	3.653e-02	[[23982, 68], [911, 1]]	4.317e-01	4.081e-01	3.871e-01	1.331e-01
721	exm41	pheno_444	1.447e-03	1.232e-02	[[23982, 68], [299, 1]]	1.216e+00	8.463e-01	1.180e+00	2.995e-01
724	exm41	pheno_446	1.447e-03	1.965e-02	[[23982, 68], [478, 4]]	2.950e+00	3.677e-02	2.951e+00	3.809e-02
727	exm41	pheno_446.4	1.447e-03	4.923e-03	[[23982, 68], [118, 1]]	3.033e+00	2.729e-01	2.989e+00	9.561e-02
728	exm41	pheno_446.5	1.447e-03	5.458e-03	[[23982, 68], [129, 3]]	8.446e+00	5.598e-04	8.202e+00	9.262e-03
734	exm41	pheno_450	1.447e-03	1.072e-02	[[29062, 85], [315, 1]]	1.092e+00	9.303e-01	1.085e+00	3.314e-01
737	exm41	pheno_452	1.447e-03	6.106e-02	[[22551, 67], [1468, 3]]	6.847e-01	5.221e-01	6.878e-01	2.428e-05
739	exm41	pheno_452.2	1.447e-03	3.039e-02	[[22551, 67], [708, 1]]	4.774e-01	4.637e-01	4.754e-01	2.268e-01
744	exm41	pheno_455	1.447e-03	6.118e-02	[[22551, 67], [1469, 5]]	1.138e+00	7.821e-01	1.146e+00	3.244e-01
746	exm41	pheno_457	1.447e-03	2.534e-02	[[22551, 67], [585, 3]]	1.792e+00	3.287e-01	1.726e+00	1.511e-01
748	exm41	pheno_457.3	1.447e-03	1.669e-02	[[22551, 67], [382, 2]]	1.825e+00	4.060e-01	1.762e+00	1.660e-01
749	exm41	pheno_458	1.447e-03	7.939e-02	[[24543, 74], [2117, 6]]	9.356e-01	8.762e-01	9.400e-01	2.388e-01
750	exm41	pheno_458.1	1.447e-03	1.437e-02	[[24543, 74], [357, 2]]	1.851e+00	3.942e-01	1.858e+00	1.524e-01
752	exm41	pheno_458.9	1.447e-03	5.992e-02	[[24543, 74], [1564, 5]]	1.058e+00	9.039e-01	1.060e+00	3.846e-01
753	exm41	pheno_459	1.447e-03	2.472e-02	[[24543, 74], [621, 3]]	1.598e+00	4.276e-01	1.602e+00	1.750e-01
755	exm41	pheno_459.9	1.447e-03	1.693e-02	[[24543, 74], [421, 3]]	2.371e+00	1.455e-01	2.363e+00	8.096e-02
756	exm41	pheno_464	1.447e-03	7.052e-02	[[22258, 67], [1687, 7]]	1.436e+00	3.665e-01	1.378e+00	1.861e-01
