"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
7,128617466,"rs12531711",695.42,21408207,"Systemic lupus erythematosus","IRF5","TNPO3",6E-9,1.58,"[1.36-1.83]","intron",0.11,"811 anti-dsDNA positive European ancestry cases, 906 anti-dsDNA negative European ancestry cases, 4,813 European ancestry controls","rs12531711",695.42,"Systemic lupus erythematosus",437,24926,1.55,0.000003171,7,128617466,"TNPO3","rs12531711","Silent,Silent,Silent",0.11310000,5.1300,"Primary biliary cirrhosis || Systemic lupus erythematosus (anti-dsDNA -) || Systemic lupus erythematosus","Primary biliary cirrhosis || Rheumatoid arthritis || Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Systemic sclerosis || Systemic sclerosis (ACA positive) || Systemic sclerosis (ATA positive) || Systemic sclerosis (dcSSc) || Systemic sclerosis (IcSSc) || Systemic lupus erythematosus (anti-dsDNA -)",0.209506,13,"dermatologic"
1,173191475,"rs2205960",695.42,19838193,"Systemic lupus erythematosus","TNFSF4","TNFSF4 - RPL26P11",3E-32,1.46,"[1.37-1.56]","Intergenic",0.27,"1,047 Chinese Han cases, 1,205 Chinese Han controls","rs2205960",695.42,"Systemic lupus erythematosus",437,24926,1.20,0.02178,1,173191475,"","rs2205960","",0.22660000,1.1090,"Systemic lupus erythematosus",NULL,-0.658875,13,"dermatologic"
2,191964633,"rs7574865",695.42,19838193,"Systemic lupus erythematosus","STAT4","STAT4",5E-42,1.51,"[1.43-1.61]","intron",0.33,"1,047 Chinese Han cases, 1,205 Chinese Han controls","rs7574865",695.42,"Systemic lupus erythematosus",437,24926,1.28,0.001468,2,191964633,"STAT4","rs7574865","Silent,Silent",0.22420000,2.1500,"Systemic lupus erythematosus || Hepatocellular carcinoma (hepatitis B virus related) || Rheumatoid arthritis || Celiac disease and Rheumatoid arthritis || Systemic lupus erythematosus (case-only) || Primary biliary cirrhosis || Systemic lupus erythematosus (anti-dsDNA +) || Systemic sclerosis","Behcet's disease || Inflammatory bowel disease || Systemic lupus erythematosus || Systemic sclerosis || Systemic sclerosis (IcSSc) || Celiac disease and Rheumatoid arthritis || Hepatocellular carcinoma (hepatitis B virus related) || Primary biliary cirrhosis || Rheumatoid arthritis || Systemic lupus erythematosus (anti-dsDNA +) || Systemic lupus erythematosus (case-only) || Systemic lupus erythematosus and Systemic sclerosis",-0.394622,13,"dermatologic"
6,106568034,"rs548234",695.42,19838193,"Systemic lupus erythematosus","PRDM1, ATG5","PRDM1 - ATG5",5E-12,1.25,"[1.17-1.33]","Intergenic",0.26,"1,047 Chinese Han cases, 1,205 Chinese Han controls","rs548234",695.42,"Systemic lupus erythematosus",437,24926,1.23,0.003941,6,106568034,"","rs548234","",0.32740000,0.0290,"Systemic lupus erythematosus",NULL,-1.346206,13,"dermatologic"
7,128573967,"rs4728142",695.42,19838193,"Systemic lupus erythematosus","IRF5","KCP - IRF5",8E-19,1.43,"[1.32-1.54]","Intergenic",0.13,"1,047 Chinese Han cases, 1,205 Chinese Han controls","rs4728142",695.42,"Systemic lupus erythematosus",437,24926,1.33,0.00003613,7,128573967,"","rs4728142","",0.45040000,3.2570,"Systemic lupus erythematosus || Ulcerative colitis",NULL,-0.151929,13,"dermatologic"
2,191902758,"rs3821236",695.42,19165918,"Systemic lupus erythematosus","STAT4","STAT4",8E-11,1.49,"[NR]","intron",0.19,"431 cases,2,155 controls","rs3821236",695.42,"Systemic lupus erythematosus",437,24926,1.20,0.02432,2,191902758,"STAT4","rs3821236","Silent,Silent",0.19740000,7.4660,"Systemic sclerosis (IcSSc) || Systemic sclerosis || Systemic lupus erythematosus","Behcet's disease || Inflammatory bowel disease || Systemic lupus erythematosus || Systemic sclerosis || Systemic sclerosis (IcSSc) || Celiac disease and Rheumatoid arthritis || Hepatocellular carcinoma (hepatitis B virus related) || Primary biliary cirrhosis || Rheumatoid arthritis || Systemic lupus erythematosus (anti-dsDNA +) || Systemic lupus erythematosus (case-only) || Systemic lupus erythematosus and Systemic sclerosis",0.645617,13,"dermatologic"
8,11352541,"rs2618476",695.42,19165918,"Systemic lupus erythematosus","BLK","BLK",2E-8,1.29,"[NR]","intron",0.26,"431 cases,2,155 controls","rs2618476",695.42,"Systemic lupus erythematosus",437,24926,1.25,0.002848,8,11352541,"BLK","rs2618476","Silent",0.27270000,7.5160,"Systemic lupus erythematosus","Rheumatoid arthritis || Immune response to smallpox vaccine (IL-6) (AA) || Systemic lupus erythematosus",0.655590,13,"dermatologic"
16,31313253,"rs9888739",695.42,18204446,"Systemic lupus erythematosus","ITGAM","ITGAM",2E-23,1.62,"[1.47-1.78]","intron",0.13,"720 female cases,2,337 female controls","rs9888739",695.42,"Systemic lupus erythematosus",437,24926,1.22,0.03755,16,31313253,"ITGAM","rs9888739","Silent,Silent",0.12530000,0.6020,"Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +)","Systemic lupus erythematosus || Systemic lupus erythematosus (anti-dsDNA +) || Systemic lupus erythematosus and Systemic sclerosis",-0.828676,13,"dermatologic"
7,128717906,"rs12537284",695.42,18204446,"Systemic lupus erythematosus","IRF5, TNPO3","TPI1P2 - CYCSP20",4E-19,1.54,"[1.40-1.70]","Intergenic",0.13,"720 female cases,2,337 female controls","rs12537284",695.42,"Systemic lupus erythematosus",437,24926,1.46,0.00002106,7,128717906,"","rs12537284","",0.13540000,0.6880,"Systemic lupus erythematosus",NULL,-0.795683,13,"dermatologic"
8,11349186,"rs13277113",695.42,18204098,"Systemic lupus erythematosus","C8orf13, BLK","FAM167A - BLK",1E-10,1.39,"[1.28-1.51]","Intergenic",0.23,"1,311 cases,3,340 controls","rs13277113",695.42,"Systemic lupus erythematosus",437,24926,1.25,0.003314,8,11349186,"","rs13277113","",0.26180000,6.4200,"Systemic lupus erythematosus",NULL,0.445656,13,"dermatologic"
16,31368874,"rs11574637",695.42,18204098,"Systemic lupus erythematosus","ITGAM, ITGAX","ITGAX",3E-11,1.33,"[1.22-1.46]","intron",0.19,"1,311 cases,3,340 controls","rs11574637",695.42,"Systemic lupus erythematosus",437,24926,1.20,0.03303,16,31368874,"ITGAX","rs11574637","Silent",0.17280000,6.4510,"Systemic lupus erythematosus","Systemic lupus erythematosus",0.451376,13,"dermatologic"
12,57527283,"rs11172113",340,23793025,"Migraine without aura","LRP1","LRP1",1E-10,1.15,"[1.1-1.19]","intron",0.57,"7,107 European ancestry cases, 69,427 European ancestry controls","rs11172113",340,"Migraine",826,28026,0.90,0.04143,12,57527283,"LRP1","rs11172113","Silent",0.40970000,6.2360,"Migraine || Migraine without aura || Pulmonary function (interaction) (FEV1/FVC, Pack-years) || Migraine - clinic-based || Pulmonary function (FEV1/FVC)","Abdominal aortic aneurysm || Migraine || Migraine - clinic-based || Migraine without aura || Pulmonary function (FEV1/FVC) || Pulmonary function (interaction) (FEV1/FVC, Pack-years)",0.411749,6,"neurological"
6,126698719,"rs9388489",250.1,19430480,"Type 1 diabetes","C6orf173","CENPW - MIR588",4E-13,1.17,"[1.10-1.24]","Intergenic",0.45,"7,514 cases, 9,045 controls","rs9388489",250.1,"Type 1 diabetes",1475,21534,1.10,0.01297,6,126698719,"","rs9388489","",0.46110000,10.1000,"Type 1 diabetes",NULL,1.256507,3,"endocrine/metabolic"
10,90023033,"rs10509540",250.1,19430480,"Type 1 diabetes","C10orf59","VN1R55P - RNLS",1E-28,1.33,"[1.25-1.43]","Intergenic",0.71,"7,514 cases, 9,045 controls","rs10509540",250.1,"Type 1 diabetes",1475,21534,0.90,0.01617,10,90023033,"","rs10509540","",0.27220000,3.4240,"Type 1 diabetes",NULL,-0.117604,3,"endocrine/metabolic"
17,38770286,"rs7221109",250.1,19430480,"Type 1 diabetes","Intergenic","CCR7 - SMARCE1",1E-9,1.05,"[0.99-1.12]","Intergenic",0.65,"7,514 cases, 9,045 controls","rs7221109",250.1,"Type 1 diabetes",1475,21534,0.92,0.03847,17,38770286,"","rs7221109","",0.35800000,0.1330,"Type 1 diabetes",NULL,-1.111524,3,"endocrine/metabolic"
20,1610551,"rs2281808",250.1,19430480,"Type 1 diabetes","Intergenic","SIRPG",1E-11,1.11,"[1.05-1.19]","intron",0.64,"7,514 cases, 9,045 controls","rs2281808",250.1,"Type 1 diabetes",1475,21534,0.92,0.03244,20,1610551,"SIRPG","rs2281808","Silent,Silent,Silent",0.36240000,10.0900,"Type 1 diabetes","Type 1 diabetes",1.255908,3,"endocrine/metabolic"
12,56412487,"rs1701704",250.1,18198356,"Type 1 diabetes","RAB5B, SUOX, IKZF4, ERBB3, CDK2","SUOX - IKZF4",9E-10,1.25,"[1.12-1.40]","Intergenic",0.35,"467 trios, 561 cases, 1,143 controls","rs1701704",250.1,"Type 1 diabetes",1475,21534,1.10,0.02113,12,56412487,"","rs1701704","",0.33080000,11.4800,"Type 1 diabetes autoantibodies (T1D) || Alopecia areata || Type 1 diabetes || Asthma",NULL,1.650607,3,"endocrine/metabolic"
11,2170143,"rs1004446",250.1,17632545,"Type 1 diabetes","INS","IGF2;IGF2-AS;INS-IGF2",4E-9,1.61,"[1.37-1.89]","intron;intron;intron",0.65,"467 trios, 561 cases,1,143 controls","rs1004446",250.1,"Type 1 diabetes",1475,21534,0.92,0.04217,11,2170143,"INS-IGF2,IGF2","rs1004446","Silent,Silent,Silent",0.37570000,2.4850,"Type 1 diabetes autoantibodies (T1D) || Type 1 diabetes",NULL,-0.318859,3,"endocrine/metabolic"
12,56470625,"rs11171739",250.1,17554300,"Type 1 diabetes","ERBB3","RPS26 - ERBB3",1E-11,1.34,"[1.17-1.54]","Intergenic",0.42,"1,963 cases,2,938 controls","rs11171739",250.1,"Type 1 diabetes",1475,21534,1.10,0.01517,12,56470625,"","rs11171739","",0.41520000,2.4740,"Type 1 diabetes",NULL,-0.321110,3,"endocrine/metabolic"
1,114303808,"rs6679677",250.1,17554300,"Type 1 diabetes","PTPN22","PHTF1 - RSBN1",5E-26,1.82,"[1.59-2.09]","Intergenic",0.10,"1,963 cases,2,938 controls","rs6679677",250.1,"Type 1 diabetes",1475,21534,1.38,0.00000002479,1,114303808,"","rs6679677","",0.09870000,3.6100,"Type 1 diabetes || Rheumatoid arthritis || Hypothyroidism || Crohn's disease",NULL,-0.079829,3,"endocrine/metabolic"
12,56482180,"rs2292239",250.1,17554260,"Type 1 diabetes","ERBB3","ERBB3",2E-20,1.28,"[1.21-1.35]","intron",0.34,"1,963 cases,2,938 controls","rs2292239",250.1,"Type 1 diabetes",1475,21534,1.10,0.01307,12,56482180,"ERBB3","rs2292239","Silent",0.33660000,2.0580,"Type 1 diabetes || Type 1 diabetes autoantibodies (T1D)","Type 1 diabetes || Type 1 diabetes autoantibodies (T1D) || Obesity-related traits (IGFBP-3 )",-0.416084,3,"endocrine/metabolic"
1,114303808,"rs6679677",250.1,17554260,"Type 1 diabetes","PHTF1, PTPN22","PHTF1 - RSBN1",8E-24,1.89,"[1.67-2.13]","Intergenic",0.10,"1,963 cases,2,938 controls","rs6679677",250.1,"Type 1 diabetes",1475,21534,1.38,0.00000002479,1,114303808,"","rs6679677","",0.09870000,3.6100,"Type 1 diabetes || Rheumatoid arthritis || Hypothyroidism || Crohn's disease",NULL,-0.079829,3,"endocrine/metabolic"
21,36357861,"rs2014300",150,21642993,"Esophageal cancer","RUNX1","RUNX1",8E-22,1.43,"[1.33-1.54]","intron",0.83,"2,031 Han Chinese cases, 2,044 Han Chinese controls","rs2014300",150,"Cancer of esophagus",243,25354,1.30,0.02988,21,36357861,"RUNX1","rs2014300","Silent",0.13890000,6.4120,"Esophageal cancer","Esophageal cancer || Immune response to smallpox vaccine (IL-6) (AA) || Preeclampsia (EA) || Phospholipid levels (plasma) (EPA)",0.444214,2,"neoplasms"
16,52586341,"rs3803662",174.11,24143190,"Breast cancer","LOC643714, TOX3","LOC643714",3E-11,1.21,"[1.146-1.284]","ncRNA",0.522,"2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls","rs3803662",174.11,"Malignant neoplasm of female breast",1438,12147,1.15,0.001747,16,52586341,"LOC643714","rs3803662","Silent",0.27020000,0.0640,"Breast cancer || Breast cancer (male)","Restless legs syndrome || Breast cancer || Breast cancer (male) || Breast cancer (all races combined)",-1.217851,2,"neoplasms"
6,151948366,"rs2046210",174.11,23535733,"Breast cancer","ESR1","CCDC170 - ESR1",5E-16,1.15,"[1.11-1.19]","Intergenic",0.423,"4,193 European ancestry cases, 35,194 European ancestry controls","rs2046210",174.11,"Malignant neoplasm of female breast",1438,12147,1.11,0.01261,6,151948366,"","rs2046210","",0.35580000,4.8370,"Breast cancer || Breast Cancer in BRCA1 mutation carriers",NULL,0.155564,2,"neoplasms"
16,52586341,"rs3803662",174.11,23535733,"Breast cancer","TOX3","LOC643714",6E-13,1.14,"[1.10-1.18]","ncRNA",0.267,"4,193 European ancestry cases, 35,194 European ancestry controls","rs3803662",174.11,"Malignant neoplasm of female breast",1438,12147,1.15,0.001747,16,52586341,"LOC643714","rs3803662","Silent",0.27020000,0.0640,"Breast cancer || Breast cancer (male)","Restless legs syndrome || Breast cancer || Breast cancer (male) || Breast cancer (all races combined)",-1.217851,2,"neoplasms"
19,17389704,"rs8170",174.11,23535733,"Breast cancer","MERIT40","BABAM1",9E-13,1.15,"[1.11-1.20]","cds-synon",0.191,"4,193 European ancestry cases, 35,194 European ancestry controls","rs8170",174.11,"Malignant neoplasm of female breast",1438,12147,1.13,0.01294,19,17389704,"BABAM1","rs8170","Synonymous_K279K,Synonymous_K279K",0.18190000,8.7030,"Ovarian cancer (Susceptibility) || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Ovarian cancer (All invasive) || Ovarian cancer (Serious invasive)","Breast cancer || Breast Cancer in BRCA1 mutation carriers || Ovarian cancer (All invasive) || Ovarian cancer (Serious invasive) || Ovarian cancer (Susceptibility)",0.910139,2,"neoplasms"
1,121280613,"rs11249433",174.11,23535729,"Breast cancer","Intergenic","EMBP1",2E-26,1.09,"[1.07-1.11]","intron",0.4,"10,052 European ancestry cases, 12,575 European ancestry controls","rs11249433",174.11,"Malignant neoplasm of female breast",1438,12147,1.10,0.01966,1,121280613,"EMBP1","rs11249433","Silent",0.41220000,0.7820,"Breast cancer","Breast cancer",-0.761926,2,"neoplasms"
2,217905832,"rs13387042",174.11,23535729,"Breast cancer","Intergenic","TNP1 - RPL7L1P9",2E-57,1.14,"[1.11-1.16]","Intergenic",0.51,"10,052 European ancestry cases, 12,575 European ancestry controls","rs13387042",174.11,"Malignant neoplasm of female breast",1438,12147,0.92,0.04723,2,217905832,"","rs13387042","",0.48280000,3.9440,"Breast cancer",NULL,-0.013623,2,"neoplasms"
3,27416013,"rs4973768",174.11,23535729,"Breast cancer","SLC4A7","SLC4A7",2E-30,1.10,"[1.08-1.12]","UTR-3",0.47,"10,052 European ancestry cases, 12,575 European ancestry controls","rs4973768",174.11,"Malignant neoplasm of female breast",1438,12147,1.14,0.001074,3,27416013,"SLC4A7","rs4973768","Silent",0.47430000,9.8670,"Breast cancer","Breast cancer",1.197836,2,"neoplasms"
10,64278682,"rs10995190",174.11,23535729,"Breast cancer","ZNF365","ZNF365",1E-36,1.16,"[1.14-1.19]","intron",0.84,"10,052 European ancestry cases, 12,575 European ancestry controls","rs10995190",174.11,"Malignant neoplasm of female breast",1438,12147,0.87,0.01439,10,64278682,"ZNF365","rs10995190","Silent",0.14360000,3.7600,"Mammographic density || Breast cancer","Crohn's disease || Breast size || Breast cancer || Intelligence (High intelligence) || Mammographic density || Atopic dermatitis",-0.049855,2,"neoplasms"
10,80841148,"rs704010",174.11,23535729,"Breast cancer","ZMIZ1","ZMIZ1",7E-22,1.08,"[1.06-1.10]","intron",0.38,"10,052 European ancestry cases, 12,575 European ancestry controls","rs704010",174.11,"Malignant neoplasm of female breast",1438,12147,1.12,0.004108,10,80841148,"ZMIZ1","rs704010","Silent",0.39090000,5.1460,"Breast cancer","Bipolar disorder || Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined) (5 degree of freedom test) || Breast cancer || Height || Multiple sclerosis || Crohn's disease and psoriasis (same-effect analysis) || Inflammatory bowel disease || Crohn's disease || Inflammatory bowel disease (early onset) || Celiac disease || Height (Conditioned on rs2145998) || Vitiligo",0.212526,2,"neoplasms"
10,123337335,"rs2981579",174.11,23535729,"Breast cancer","FGFR2","FGFR2",2E-170,1.27,"[1.24-1.29]","intron",0.4,"10,052 European ancestry cases, 12,575 European ancestry controls","rs2981579",174.11,"Malignant neoplasm of female breast",1438,12147,1.27,0.00000000293,10,123337335,"FGFR2","rs2981579","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.41280000,1.5120,"Breast cancer","Breast cancer (Pooled P value) || Breast cancer || Gout",-0.549183,2,"neoplasms"
11,1909006,"rs3817198",174.11,23535729,"Breast cancer","LSP1","LSP1",2E-11,1.07,"[1.05-1.09]","intron",0.31,"10,052 European ancestry cases, 12,575 European ancestry controls","rs3817198",174.11,"Malignant neoplasm of female breast",1438,12147,1.11,0.01123,11,1909006,"LSP1","rs3817198","Silent,Silent,Silent,Silent,Silent",0.31680000,5.9820,"Breast cancer","Inflammatory bowel disease || Ulcerative colitis || Breast cancer",0.365115,2,"neoplasms"
16,52586341,"rs3803662",174.11,23535729,"Breast cancer","TOX3","LOC643714",2E-114,1.24,"[1.21-1.27]","ncRNA",0.26,"10,052 European ancestry cases, 12,575 European ancestry controls","rs3803662",174.11,"Malignant neoplasm of female breast",1438,12147,1.15,0.001747,16,52586341,"LOC643714","rs3803662","Silent",0.27020000,0.0640,"Breast cancer || Breast cancer (male)","Restless legs syndrome || Breast cancer || Breast cancer (male) || Breast cancer (all races combined)",-1.217851,2,"neoplasms"
2,217905832,"rs13387042",174.11,21263130,"Breast cancer","Intergenic","TNP1 - RPL7L1P9",2E-10,1.16,"[1.11-1.22]","Intergenic",0.52,"1,694 British cases, 2,365 British controls, 1,145 European ancestry cases, 1,142 European ancestry controls","rs13387042",174.11,"Malignant neoplasm of female breast",1438,12147,0.92,0.04723,2,217905832,"","rs13387042","",0.48280000,3.9440,"Breast cancer",NULL,-0.013623,2,"neoplasms"
3,27416013,"rs4973768",174.11,21263130,"Breast cancer","SLC4A7","SLC4A7",2E-8,1.14,"[1.09-1.19]","UTR-3",0.49,"1,694 British cases, 2,365 British controls, 1,145 European ancestry cases, 1,142 European ancestry controls","rs4973768",174.11,"Malignant neoplasm of female breast",1438,12147,1.14,0.001074,3,27416013,"SLC4A7","rs4973768","Silent",0.47430000,9.8670,"Breast cancer","Breast cancer",1.197836,2,"neoplasms"
8,128387852,"rs1562430",174.11,21263130,"Breast cancer","Intergenic","SRRM1P1 - POU5F1B",3E-11,1.16,"[1.11-1.22]","Intergenic",0.60,"1,694 British cases, 2,365 British controls, 1,145 European ancestry cases, 1,142 European ancestry controls","rs1562430",174.11,"Malignant neoplasm of female breast",1438,12147,0.89,0.003537,8,128387852,"","rs1562430","",0.42110000,7.5000,"Breast cancer",NULL,0.652514,2,"neoplasms"
10,123346190,"rs1219648",174.11,21263130,"Breast cancer","FGFR2","FGFR2",1E-30,1.31,"[1.25-1.37]","intron",0.42,"1,694 British cases, 2,365 British controls, 1,145 European ancestry cases, 1,142 European ancestry controls","rs1219648",174.11,"Malignant neoplasm of female breast",1438,12147,1.25,0.00000006024,10,123346190,"FGFR2","rs1219648","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.39760000,12.4500,"Breast cancer","Breast cancer (Pooled P value) || Breast cancer || Gout",1.942159,2,"neoplasms"
