"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
19,45422946,"rs4420638",272.11,24097068,"LDL cholesterol","APOE","APOC1",2E-178,.23,"[NR] unit increase","nearGene-3",0.19,"94,595 European ancestry individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,20864672,"LDL cholesterol","APOE,APOC1,APOC4,APOC2","APOC1",2E-40,.06,"[0.05-0.07] unit increase","nearGene-3",0.18,"up to 17,243 white European descent individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,20686565,"LDL cholesterol","APOE,APOC1,APOC2","APOC1",9E-147,7.14,"[6.57-7.71] mg/dL increase","nearGene-3",0.17,"Up to 95,454 European descent individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,19060906,"LDL cholesterol","APOE, APOC1, APOC4, APOC2","APOC1",4E-27,.29,"[0.17-0.41] s.d. increase","nearGene-3",0.16,"19,840 individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,18262040,"LDL cholesterol","APOC1","APOC1",1E-20,.06,"[0.04-0.08] mmol/L increase","nearGene-3",0.18,"11,685 individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,18193044,"LDL cholesterol","APOE, APOC1, APOC4, APOC2","APOC1",1E-60,.19,"[0.15-0.23] % SD higher","nearGene-3",0.20,"2,758 individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.11,18193043,"LDL cholesterol","APOE,APOC1,APOC4","APOC1",3E-43,6.61,"[NR] mg/dl higher","nearGene-3",0.18,"8,589 individuals","rs4420638",272.11,"Hypercholesterolemia",3822,18595,1.21,0.00000003293,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
8,10683929,"rs11776767",272.12,24097068,"Triglycerides","PINX1","PINX1;MIR1322",3E-11,.02,"[NR] mg/dL increase","intron;nearGene-5",0.37,"94,595 European ancestry individuals","rs11776767",272.12,"Hyperglyceridemia",209,18595,1.23,0.03897,8,10683929,"PINX1","rs11776767","Silent",0.36820000,0.1480,"Triglycerides","Carotid intima media thickness (cIMT) || Triglycerides",-1.094455,3,"endocrine/metabolic"
8,10683929,"rs11776767",272.12,20686565,"Triglycerides","PINX1,XKR6","PINX1;MIR1322",1E-8,2.01,"[1.25-2.77] mg/dL increase","intron;nearGene-5",0.37,"Up to 96,598 European descent individuals","rs11776767",272.12,"Hyperglyceridemia",209,18595,1.23,0.03897,8,10683929,"PINX1","rs11776767","Silent",0.36820000,0.1480,"Triglycerides","Carotid intima media thickness (cIMT) || Triglycerides",-1.094455,3,"endocrine/metabolic"
11,116584987,"rs4938303",272.12,20864672,"Triglycerides","BUD13,ZNF259,APOA5,APOA4,APOC3,APOA1","RPL15P15 - BUD13",4E-21,.07,"[0.06-0.08] unit decrease","Intergenic",0.75,"up to 17,243 white European descent individuals","rs4938303",272.12,"Hyperglyceridemia",209,18595,1.27,0.02419,11,116584987,"","rs4938303","",0.26180000,8.3630,"Triglycerides",NULL,0.833529,3,"endocrine/metabolic"
1,230295691,"rs4846914",272.12,24097068,"Triglycerides","GALNT2","GALNT2",7E-31,.04,"[NR] mg/dL increase","intron",0.41,"94,595 European ancestry individuals","rs4846914",272.12,"Hyperglyceridemia",209,18595,1.28,0.01352,1,230295691,"GALNT2","rs4846914","Silent",0.40010000,5.2590,"HDL cholesterol || Triglycerides","Circulating myeloperoxidase levels (serum) || HDL cholesterol || Triglycerides || Hematology traits (ALB/GLB) || Metabolic syndrome (HDL) || Metabolite levels",0.233292,3,"endocrine/metabolic"
1,230295691,"rs4846914",272.12,20686565,"Triglycerides","GALNT2","GALNT2",2E-14,2.76,"[2.02-3.5] mg/dL increase","intron",0.39,"Up to 96,598 European descent individuals","rs4846914",272.12,"Hyperglyceridemia",209,18595,1.28,0.01352,1,230295691,"GALNT2","rs4846914","Silent",0.40010000,5.2590,"HDL cholesterol || Triglycerides","Circulating myeloperoxidase levels (serum) || HDL cholesterol || Triglycerides || Hematology traits (ALB/GLB) || Metabolic syndrome (HDL) || Metabolite levels",0.233292,3,"endocrine/metabolic"
1,230295691,"rs4846914",272.12,18193044,"Triglycerides","GALNT2","GALNT2",7E-15,.08,"[0.06-0.10] % SD higher","intron",0.40,"2,758 individuals","rs4846914",272.12,"Hyperglyceridemia",209,18595,1.28,0.01352,1,230295691,"GALNT2","rs4846914","Silent",0.40010000,5.2590,"HDL cholesterol || Triglycerides","Circulating myeloperoxidase levels (serum) || HDL cholesterol || Triglycerides || Hematology traits (ALB/GLB) || Metabolic syndrome (HDL) || Metabolite levels",0.233292,3,"endocrine/metabolic"
2,27748624,"rs1260333",272.12,20864672,"Triglycerides","GCKR","GCKR - C2orf16",2E-19,.05,"[0.04-0.06] unit decrease","Intergenic",0.55,"up to 17,243 white European descent individuals","rs1260333",272.12,"Hyperglyceridemia",209,18595,1.29,0.01552,2,27748624,"","rs1260333","",0.44020000,2.8200,"Triglycerides",NULL,-0.244937,3,"endocrine/metabolic"
19,45422946,"rs4420638",272.12,17463246,"Triglycerides","APOE cluster","APOC1",3E-13,2.40,"% [NR] of variance explained","nearGene-3",0.22,"up to 5,217 individuals","rs4420638",272.12,"Hyperglyceridemia",209,18595,1.31,0.02708,19,45422946,"","rs4420638","",0.18010000,2.6250,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,-0.287776,3,"endocrine/metabolic"
2,27741237,"rs780094",272.12,23726366,"Triglycerides","GCKR","GCKR",7E-9,.07,"[NR] unit increase","intron",0.358,"7,601 African American individuals, 3,335 Hispanic individuals","rs780094",272.12,"Hyperglyceridemia",209,18595,1.33,0.004642,2,27741237,"GCKR","rs780094","Silent",0.39370000,2.4110,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.335294,3,"endocrine/metabolic"
2,27741237,"rs780094",272.12,19060911,"Triglycerides","GCKR","GCKR",3E-20,.10,"[NR] s.d. decrease","intron",0.63,"17,815 individuals","rs780094",272.12,"Hyperglyceridemia",209,18595,1.33,0.004642,2,27741237,"GCKR","rs780094","Silent",0.39370000,2.4110,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.335294,3,"endocrine/metabolic"
2,27741237,"rs780094",272.12,18193044,"Triglycerides","GCKR","GCKR",3E-14,.13,"[0.09-0.17] % SD higher","intron",0.34,"2,758 individuals","rs780094",272.12,"Hyperglyceridemia",209,18595,1.33,0.004642,2,27741237,"GCKR","rs780094","Silent",0.39370000,2.4110,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.335294,3,"endocrine/metabolic"
2,27741237,"rs780094",272.12,18193043,"Triglycerides","GCKR","GCKR",6E-32,8.59,"[NR] mg/dl higher","intron",0.39,"8,684 individuals","rs780094",272.12,"Hyperglyceridemia",209,18595,1.33,0.004642,2,27741237,"GCKR","rs780094","Silent",0.39370000,2.4110,"Fasting insulin-related traits (interaction with BMI) || Fasting glucose-related traits (FPG) || Triglycerides (Hispanic) || Uric acid levels || LDL cholesterol || Fasting insulin-related traits (HOMA-IR) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || C-reactive protein || Urate levels || Fasting insulin-related traits (FI) || Calcium levels || Metabolic traits (glucose/mannose + 54 other traits) || Triglycerides || Metabolic syndrome (TG) || Fasting glucose-related traits (FI) || Phospholipid levels (plasma) (DPA)","Metabolite levels (ALB) || Triglycerides || Breast size || Calcium levels || Crohn's disease || Palmitic acid (16:0) plasma levels || Palmitoleic acid (16:1n-7) plasma levels || Sex hormone-binding globulin levels (Men + Women) || Sex hormone-binding globulin levels (Men) || Sex hormone-binding globulin levels (Women) || Triglycerides-Blood Pressure (TG-BP) || Urate levels (Urate) || Waist Circumference - Triglycerides (WC-TG) || C-reactive protein || Fasting glucose-related traits (FI) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-IR) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (FI) || Fasting insulin-related traits (HOMA-IR) || Fasting insulin-related traits (interaction with BMI) || LDL cholesterol || Metabolic syndrome (TG) || Metabolic traits (glucose/mannose + 54 other traits) || Phospholipid levels (plasma) (DPA) || Triglycerides (Hispanic) || Urate levels || Uric acid levels || Cardiovascular disease risk factors (TRIG) |",-0.335294,3,"endocrine/metabolic"
2,169763148,"rs560887",277.7,22399527,"Metabolic syndrome","G6PC2","G6PC2",5E-26,.15,"[NR] mmol/l increase","intron",0.69,"2,637 European ancestry cases, 7,927 European ancestry controls","rs560887",277.7,"Dysmetabolic syndrome X",140,28531,1.33,0.02397,2,169763148,"G6PC2","rs560887","Silent,Silent",0.29890000,14.1400,"Fasting plasma glucose || Metabolic traits (GLU) || Glycemic traits (pregnancy) (FPG) || Fasting glucose-related traits (interaction with BMI) || Metabolic syndrome (GLU) || Fasting plasma glucose (Fasting glucose) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Metabolite levels || Metabolite levels (Glc)","Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Fasting plasma glucose || Fasting plasma glucose (fasting glucose) || Glycemic traits (pregnancy) (FPG) || Metabolic syndrome (GLU) || Metabolic traits (GLU) || Metabolite levels || Metabolite levels (Glc) || Glycated hemoglobin levels",2.447869,3,"endocrine/metabolic"
19,49206417,"rs492602",281.1,18776911,"Vitamin B12 levels","FUT2","FUT2",5E-17,.09,"[0.07-0.11] pg/ml decrease","cds-synon",0.49,"1,658 women","rs492602",281.1,"Megaloblastic anemia",376,19057,1.37,0.00003176,19,49206417,"FUT2","rs492602","Synonymous_A68A,Synonymous_A68A",0.49500000,5.8120,"Cholesterol, total || Vitamin B12 levels","Liver enzyme levels (alkaline phosphatase) || Cholesterol, total || Vitamin B12 levels || Metabolic traits (SM-11 + 2 other traits) || Crohn's disease || Liver enzyme levels (gamma-glutamyl transferase) || Obesity-related traits (Vitamin B12 ) || Folate pathway vitamin levels (Plasma Vitamin B12) || Folate pathway vitamin levels (vitamin B12) || Tumor biomarkers (CA19-9) || Tumor biomarkers (CEA)",0.334192,4,"hematopoietic"
11,116619073,"rs28927680",272.12,18193044,"Triglycerides","APOA1, APOC3, APOA4, APOA5, ZNF259, BUD13","BUD13",2E-17,.26,"[0.20-0.32] % SD higher","UTR-3",0.07,"2,758 individuals","rs28927680",272.12,"Hyperglyceridemia",209,18595,1.43,0.03055,11,116619073,"BUD13","rs28927680","Silent,Silent",0.06812000,10.5900,"Lipid traits (Triglycerides) || Triglycerides","HDL Cholesterol - Triglycerides (HDLC-TG) || Metabolic syndrome || Waist Circumference - Triglycerides (WC-TG) || Metabolic syndrome (bivariate traits) (TG-GLUC) || Triglycerides-Blood Pressure (TG-BP) || Triglycerides",1.393102,3,"endocrine/metabolic"
11,116652207,"rs12286037",272.12,18193043,"Triglycerides","APOA5, APOA4, APOC3, APOA1","ZNF259",1E-26,25.82,"[NR] mg/dl higher","intron",0.06,"8,684 individuals","rs12286037",272.12,"Hyperglyceridemia",209,18595,1.47,0.01811,11,116652207,"ZNF259","rs12286037","Silent",0.06725000,0.2250,"Triglycerides || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolic syndrome (bivariate traits) (TG-GLUC)","Triglycerides || HDL Cholesterol - Triglycerides (HDLC-TG) || Metabolic syndrome || Waist Circumference - Triglycerides (WC-TG) || Obesity-related traits (TG ) || LDL cholesterol || Triglycerides (AA) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolic syndrome (bivariate traits) (TG-GLUC)",-1.025542,3,"endocrine/metabolic"
11,116586283,"rs7350481",272.12,20139978,"Triglycerides","APOA1,APOC3,APOA4,APOA5","RPL15P15 - BUD13",1E-49,.24,"[0.21-0.27] unit increase","Intergenic",0.43,"8,993 Japanese ancestry individuals","rs7350481",272.12,"Hyperglyceridemia",209,18595,1.49,0.02698,11,116586283,"","rs7350481","",0.06179000,5.1400,"Hematological and biochemical traits (HDL) || Triglycerides",NULL,0.211483,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,24097068,"Triglycerides","APOA1","ZNF259",7E-224,.23,"[NR] mg/dL decrease","nearGene-3",0.84,"94,595 European ancestry individuals","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,23726366,"Triglycerides","APOA, APOC","ZNF259",4E-33,.16,"[NR] unit increase","nearGene-3",0.248,"7,601 African American individuals, 3,335 Hispanic individuals","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,20686565,"Triglycerides","APOA1,APOC3,APOA4,APOA5","ZNF259",7E-240,16.95,"[16.01-17.89] mg/dL increase","nearGene-3",0.13,"Up to 96,598 European descent individuals","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
11,116648917,"rs964184",272.12,19060906,"Triglycerides","APOA1, APOC3, APOA4, APOA5","ZNF259",4E-62,.30,"[0.24-0.36] s.d. increase","nearGene-3",0.14,"19,840 individuals","rs964184",272.12,"Hyperglyceridemia",209,18595,1.57,0.0002813,11,116648917,"","rs964184","",0.13510000,0.4440,"Cholesterol, total || LDL cholesterol || Vitamin E levels || HDL cholesterol || HDL cholesterol (Hispanic) || Response to Vitamin E supplementation (change in alpha-TOH) || Metabolic syndrome (TG) || Metabolite levels || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Triglycerides || Hypertriglyceridemia || Triglycerides (Hispanic) || Phospholipid levels (plasma) (proportions) || Response to Vitamin E supplementation (alpha-TOH) || Coronary heart disease",NULL,-0.897302,3,"endocrine/metabolic"
2,234698790,"rs2361502",277.4,21646302,"Bilirubin levels","LOC339766","MROH2A",7E-23,.10,"[0.08-0.12] mg/dL increase","intron",0.29,"6,307 European ancestry individuals","rs2361502",277.4,"Disorders of bilirubin excretion",37,28531,2.18,0.0007583,2,234698790,"","rs2361502","",0.28900000,5.9170,"Bilirubin levels",NULL,0.353265,3,"endocrine/metabolic"
2,234668570,"rs887829",277.4,22085899,"Bilirubin levels","UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",2E-22,.23,"[0.183-0.270] unit increase","intron;intron;intron;intron;intron;intron;intron;nearGene-5;intron",0.45,"619 African American individuals","rs887829",277.4,"Disorders of bilirubin excretion",37,28531,2.26,0.0004135,2,234668570,"UGT1A8, etc.","rs887829","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31700000,4.1960,"Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits)",NULL,0.035131,3,"endocrine/metabolic"
2,234673309,"rs4148325",277.4,21646302,"Bilirubin levels","UGT1A","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",5E-62,.17,"[0.15-0.19] mg/dL increase","intron;intron;intron;intron;intron;intron;intron;intron;intron",0.33,"6,307 European ancestry individuals","rs4148325",277.4,"Disorders of bilirubin excretion",37,28531,2.26,0.000398,2,234673309,"UGT1A8, etc.","rs4148325","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31650000,4.8520,"Bilirubin levels",NULL,0.158324,3,"endocrine/metabolic"
2,234668570,"rs887829",277.4,19419973,"Bilirubin levels","UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",1E-69,.57,"[0.50-0.63] s.d. decrease","intron;intron;intron;intron;intron;intron;intron;nearGene-5;intron",0.30,"4,300 individuals","rs887829",277.4,"Disorders of bilirubin excretion",37,28531,2.26,0.0004135,2,234668570,"UGT1A8, etc.","rs887829","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31700000,4.1960,"Bilirubin levels || Metabolite levels (Bilirubin) || Cholelithiasis-related traits in sickle cell anemia || Metabolic traits (SM-4 + 74 other traits)",NULL,0.035131,3,"endocrine/metabolic"
2,234672639,"rs6742078",277.4,23371916,"Bilirubin levels","UGT1A1","UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3",1E-89,.15,"[0.14-0.17] unit increase","intron;intron;intron;intron;intron;intron;intron;intron;intron",0.12,"1,452 Han Chinese ancestry individuals","rs6742078",277.4,"Disorders of bilirubin excretion",37,28531,2.27,0.0003899,2,234672639,"UGT1A8, etc.","rs6742078","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.31620000,2.2640,"Circulating cell-free DNA || Bilirubin levels || Bilirubin levels (Direct bilirubin) || Bilirubin levels (Total bilirubin) || Bilirubin levels (Indirect bilirubin)",NULL,-0.368662,3,"endocrine/metabolic"
